Author	Sentence
Paul	Who was before a blasphemer, and a persecutor, and injurious: but I obtained mercy, because I did [it] ignorantly in unbelief.
Paul	And the grace of our Lord was exceeding abundant with faith and love which is in Christ Jesus.
Paul	This [is] a faithful saying, and worthy of all acceptation, that Christ Jesus came into the world to save sinners; of whom I am chief.
Paul	Howbeit for this cause I obtained mercy, that in me first Jesus Christ might shew forth all longsuffering, for a pattern to them which should hereafter believe on him to life everlasting.
Paul	Now unto the King eternal, immortal, invisible, the only wise God, [be] honour and glory for ever and ever.
Paul	Amen.
Paul	This charge I commit unto thee, son Timothy, according to the prophecies which went before on thee, that thou by them mightest war a good warfare;
Paul	Holding faith, and a good conscience; which some having put away concerning faith have made shipwreck:
Paul	Of whom is Hymenaeus and Alexander; whom I have delivered unto Satan, that they may learn not to blaspheme.
Paul	I exhort therefore, that, first of all, supplications, prayers, intercessions, [and] giving of thanks, be made for all men;
Paul	For kings, and [for] all that are in authority; that we may lead a quiet and peaceable life in all godliness and honesty.
Paul	For this [is] good and acceptable in the sight of God our Saviour;
Paul	Who will have all men to be saved, and to come unto the knowledge of the truth.
Paul	For [there is] one God, and one mediator between God and men, the man Christ Jesus;
Paul	Who gave himself a ransom for all, to be testified in due time.
Paul	Whereunto I am ordained a preacher, and an apostle, (I speak the truth in Christ, [and] lie not;) a teacher of the Gentiles in faith and verity.
Paul	I will therefore that men pray every where, lifting up holy hands, without wrath and doubting.
Paul	In like manner also, that women adorn themselves in modest apparel, with shamefacedness and sobriety; not with broided hair, or gold, or pearls, or costly array;
Paul	But (which becometh women professing godliness) with good works.
Paul	Let the woman learn in silence with all subjection.
Paul	But I suffer not a woman to teach, nor to usurp authority over the man, but to be in silence.
Paul	For Adam was first formed, then Eve.
Paul	And Adam was not deceived, but the woman being deceived was in the transgression.
Paul	Notwithstanding she shall be saved in childbearing, if they continue in faith and charity and holiness with sobriety.
Paul	This [is] a true saying, If a man desire the office of a bishop, he desireth a good work.
Paul	A bishop then must be blameless, the husband of one wife, vigilant, sober, of good behaviour, given to hospitality, apt to teach;
Paul	Not given to wine, no striker, not greedy of filthy lucre; but patient, not a brawler, not covetous;
Paul	One that ruleth well his own house, having his children in subjection with all gravity;
Paul	(For if a man know not how to rule his own house, how shall he take care of the church of God?)
Paul	Not a novice, lest being lifted up with pride he fall into the condemnation of the devil.
Paul	Moreover he must have a good report of them which are without; lest he fall into reproach and the snare of the devil.
Paul	Likewise [must] the deacons [be] grave, not doubletongued, not given to much wine, not greedy of filthy lucre;
Paul	Holding the mystery of the faith in a pure conscience.
Paul	And let these also first be proved; then let them use the office of a deacon, being [found] blameless.
Paul	Even so [must their] wives [be] grave, not slanderers, sober, faithful in all things.
Paul	Let the deacons be the husbands of one wife, ruling their children and their own houses well.
Paul	For they that have used the office of a deacon well purchase to themselves a good degree, and great boldness in the faith which is in Christ Jesus.
Paul	These things write I unto thee, hoping to come unto thee shortly:
Paul	But if I tarry long, that thou mayest know how thou oughtest to behave thyself in the house of God, which is the church of the living God, the pillar and ground of the truth.
Paul	And without controversy great is the mystery of godliness: God was manifest in the flesh, justified in the Spirit, seen of angels, preached unto the Gentiles, believed on in the world, received up into glory.
Paul	Now the Spirit speaketh expressly, that in the latter times some shall depart from the faith, giving heed to seducing spirits, and doctrines of devils;
Paul	Speaking lies in hypocrisy; having their conscience seared with a hot iron;
Paul	Forbidding to marry, [and commanding] to abstain from meats, which God hath created to be received with thanksgiving of them which believe and know the truth.
Paul	For every creature of God [is] good, and nothing to be refused, if it be received with thanksgiving:
Paul	For it is sanctified by the word of God and prayer.
Paul	If thou put the brethren in remembrance of these things, thou shalt be a good minister of Jesus Christ, nourished up in the words of faith and of good doctrine, whereunto thou hast attained.
Paul	But refuse profane and old wives’ fables, and exercise thyself [rather] unto godliness.
Paul	For bodily exercise profiteth little: but godliness is profitable unto all things, having promise of the life that now is, and of that which is to come.
Paul	This [is] a faithful saying and worthy of all acceptation.
Paul	For therefore we both labour and suffer reproach, because we trust in the living God, who is the Saviour of all men, specially of those that believe.
Paul	These things command and teach.
Paul	Let no man despise thy youth; but be thou an example of the believers, in word, in conversation, in charity, in spirit, in faith, in purity.
Paul	Till I come, give attendance to reading, to exhortation, to doctrine.
Paul	Neglect not the gift that is in thee, which was given thee by prophecy, with the laying on of the hands of the presbytery.
Paul	Meditate upon these things; give thyself wholly to them; that thy profiting may appear to all.
Paul	Take heed unto thyself, and unto the doctrine; continue in them: for in doing this thou shalt both save thyself, and them that hear thee.
Paul	Rebuke not an elder, but intreat [him] as a father; [and] the younger men as brethren;
Paul	The elder women as mothers; the younger as sisters, with all purity.
Paul	Honour widows that are widows indeed.
Paul	But if any widow have children or nephews, let them learn first to shew piety at home, and to requite their parents: for that is good and acceptable before God.
Paul	Now she that is a widow indeed, and desolate, trusteth in God, and continueth in supplications and prayers night and day.
Paul	But she that liveth in pleasure is dead while she liveth.
Paul	And these things give in charge, that they may be blameless.
Paul	But if any provide not for his own, and specially for those of his own house, he hath denied the faith, and is worse than an infidel.
Paul	Let not a widow be taken into the number under threescore years old, having been the wife of one man,
Paul	Well reported of for good works; if she have brought up children, if she have lodged strangers, if she have washed the saints’ feet, if she have relieved the afflicted, if she have diligently followed every good work.
Paul	But the younger widows refuse: for when they have begun to wax wanton against Christ, they will marry;
Paul	Having damnation, because they have cast off their first faith.
Paul	And withal they learn [to be] idle, wandering about from house to house; and not only idle, but tattlers also and busybodies, speaking things which they ought not.
Paul	I will therefore that the younger women marry, bear children, guide the house, give none occasion to the adversary to speak reproachfully.
Paul	For some are already turned aside after Satan.
Paul	If any man or woman that believeth have widows, let them relieve them, and let not the church be charged; that it may relieve them that are widows indeed.
Paul	Let the elders that rule well be counted worthy of double honour, especially they who labour in the word and doctrine.
Paul	For the scripture saith, Thou shalt not muzzle the ox that treadeth out the corn.
Paul	And, The labourer [is] worthy of his reward.
Paul	Against an elder receive not an accusation, but before two or three witnesses.
Paul	Them that sin rebuke before all, that others also may fear.
Paul	I charge [thee] before God, and the Lord Jesus Christ, and the elect angels, that thou observe these things without preferring one before another, doing nothing by partiality.
Paul	Lay hands suddenly on no man, neither be partaker of other men’s sins: keep thyself pure.
Paul	Drink no longer water, but use a little wine for thy stomach’s sake and thine often infirmities.
Paul	Some men’s sins are open beforehand, going before to judgment; and some [men] they follow after.
Paul	Likewise also the good works [of some] are manifest beforehand; and they that are otherwise cannot be hid.
Paul	Let as many servants as are under the yoke count their own masters worthy of all honour, that the name of God and [his] doctrine be not blasphemed.
Paul	And they that have believing masters, let them not despise [them], because they are brethren; but rather do [them] service, because they are faithful and beloved, partakers of the benefit.
Paul	These things teach and exhort.
Paul	If any man teach otherwise, and consent not to wholesome words, [even] the words of our Lord Jesus Christ, and to the doctrine which is according to godliness;
Paul	He is proud, knowing nothing, but doting about questions and strifes of words, whereof cometh envy, strife, railings, evil surmisings,
Paul	Perverse disputings of men of corrupt minds, and destitute of the truth, supposing that gain is godliness: from such withdraw thyself.
Paul	But godliness with contentment is great gain.
Paul	For we brought nothing into [this] world, [and it is] certain we can carry nothing out.
Paul	And having food and raiment let us be therewith content.
Paul	But they that will be rich fall into temptation and a snare, and [into] many foolish and hurtful lusts, which drown men in destruction and perdition.
Paul	For the love of money is the root of all evil: which while some coveted after, they have erred from the faith, and pierced themselves through with many sorrows.
Paul	But thou, O man of God, flee these things; and follow after righteousness, godliness, faith, love, patience, meekness.
Paul	Fight the good fight of faith, lay hold on eternal life, whereunto thou art also called, and hast professed a good profession before many witnesses.
Paul	I give thee charge in the sight of God, who quickeneth all things, and [before] Christ Jesus, who before Pontius Pilate witnessed a good confession;
Paul	That thou keep [this] commandment without spot, unrebukeable, until the appearing of our Lord Jesus Christ:
Paul	Which in his times he shall shew, [who is] the blessed and only Potentate, the King of kings, and Lord of lords;
Paul	Who only hath immortality, dwelling in the light which no man can approach unto; whom no man hath seen, nor can see: to whom [be] honour and power everlasting.
Paul	Amen.
Paul	Charge them that are rich in this world, that they be not highminded, nor trust in uncertain riches, but in the living God, who giveth us richly all things to enjoy;
Paul	That they do good, that they be rich in good works, ready to distribute, willing to communicate;
Paul	Laying up in store for themselves a good foundation against the time to come, that they may lay hold on eternal life.
Paul	O Timothy, keep that which is committed to thy trust, avoiding profane [and] vain babblings, and oppositions of science falsely so called:
Paul	Which some professing have erred concerning the faith.
Paul	Grace [be] with thee.
Paul	Amen.
Paul	Paul, an apostle of Jesus Christ by the will of God, according to the promise of life which is in Christ Jesus,
Paul	To Timothy, [my] dearly beloved son: Grace, mercy, [and] peace, from God the Father and Christ Jesus our Lord.
Paul	I thank God, whom I serve from [my] forefathers with pure conscience, that without ceasing I have remembrance of thee in my prayers night and day;
Paul	Greatly desiring to see thee, being mindful of thy tears, that I may be filled with joy;
Paul	When I call to remembrance the unfeigned faith that is in thee, which dwelt first in thy grandmother Lois, and thy mother Eunice; and I am persuaded that in thee also.
Paul	Wherefore I put thee in remembrance that thou stir up the gift of God, which is in thee by the putting on of my hands.
Paul	For God hath not given us the spirit of fear; but of power, and of love, and of a sound mind.
Paul	Be not thou therefore ashamed of the testimony of our Lord, nor of me his prisoner: but be thou partaker of the afflictions of the gospel according to the power of God;
Paul	Who hath saved us, and called [us] with an holy calling, not according to our works, but according to his own purpose and grace, which was given us in Christ Jesus before the world began,
Paul	But is now made manifest by the appearing of our Saviour Jesus Christ, who hath abolished death, and hath brought life and immortality to light through the gospel:
Paul	Whereunto I am appointed a preacher, and an apostle, and a teacher of the Gentiles.
Paul	For the which cause I also suffer these things: nevertheless I am not ashamed: for I know whom I have believed, and am persuaded that he is able to keep that which I have committed unto him against that day.
Paul	Hold fast the form of sound words, which thou hast heard of me, in faith and love which is in Christ Jesus.
Paul	That good thing which was committed unto thee keep by the Holy Ghost which dwelleth in us.
Paul	This thou knowest, that all they which are in Asia be turned away from me; of whom are Phygellus and Hermogenes.
Paul	The Lord give mercy unto the house of Onesiphorus; for he oft refreshed me, and was not ashamed of my chain:
Paul	But, when he was in Rome, he sought me out very diligently, and found [me].
Paul	The Lord grant unto him that he may find mercy of the Lord in that day: and in how many things he ministered unto me at Ephesus, thou knowest very well.
Paul	Thou therefore, my son, be strong in the grace that is in Christ Jesus.
Paul	And the things that thou hast heard of me among many witnesses, the same commit thou to faithful men, who shall be able to teach others also.
Paul	Thou therefore endure hardness, as a good soldier of Jesus Christ.
Paul	No man that warreth entangleth himself with the affairs of [this] life; that he may please him who hath chosen him to be a soldier.
Paul	And if a man also strive for masteries, [yet] is he not crowned, except he strive lawfully.
Paul	The husbandman that laboureth must be first partaker of the fruits.
Paul	Consider what I say; and the Lord give thee understanding in all things.
Paul	Remember that Jesus Christ of the seed of David was raised from the dead according to my gospel:
Paul	Wherein I suffer trouble, as an evil doer, [even] unto bonds; but the word of God is not bound.
Paul	Therefore I endure all things for the elect’s sakes, that they may also obtain the salvation which is in Christ Jesus with eternal glory.
Paul	[It is] a faithful saying: For if we be dead with [him], we shall also live with [him]:
Paul	If we suffer, we shall also reign with [him]: if we deny [him], he also will deny us:
Paul	If we believe not, [yet] he abideth faithful: he cannot deny himself.
Paul	Of these things put [them] in remembrance, charging [them] before the Lord that they strive not about words to no profit, [but] to the subverting of the hearers.
Paul	Study to shew thyself approved unto God, a workman that needeth not to be ashamed, rightly dividing the word of truth.
Paul	But shun profane [and] vain babblings: for they will increase unto more ungodliness.
Paul	And their word will eat as doth a canker: of whom is Hymenaeus and Philetus;
Paul	Who concerning the truth have erred, saying that the resurrection is past already; and overthrow the faith of some.
Paul	Nevertheless the foundation of God standeth sure, having this seal, The Lord knoweth them that are his.
Paul	And, Let every one that nameth the name of Christ depart from iniquity.
Paul	But in a great house there are not only vessels of gold and of silver, but also of wood and of earth; and some to honour, and some to dishonour.
Paul	If a man therefore purge himself from these, he shall be a vessel unto honour, sanctified, and meet for the master’s use, [and] prepared unto every good work.
Paul	Flee also youthful lusts: but follow righteousness, faith, charity, peace, with them that call on the Lord out of a pure heart.
Paul	But foolish and unlearned questions avoid, knowing that they do gender strifes.
Paul	And the servant of the Lord must not strive; but be gentle unto all [men], apt to teach, patient,
Paul	In meekness instructing those that oppose themselves; if God peradventure will give them repentance to the acknowledging of the truth;
Paul	And [that] they may recover themselves out of the snare of the devil, who are taken captive by him at his will.
Paul	This know also, that in the last days perilous times shall come.
Paul	For men shall be lovers of their own selves, covetous, boasters, proud, blasphemers, disobedient to parents, unthankful, unholy,
Paul	Without natural affection, trucebreakers, false accusers, incontinent, fierce, despisers of those that are good,
Paul	Traitors, heady, highminded, lovers of pleasures more than lovers of God;
Paul	Having a form of godliness, but denying the power thereof: from such turn away.
Paul	For of this sort are they which creep into houses, and lead captive silly women laden with sins, led away with divers lusts,
Paul	Ever learning, and never able to come to the knowledge of the truth.
Paul	Now as Jannes and Jambres withstood Moses, so do these also resist the truth: men of corrupt minds, reprobate concerning the faith.
Paul	But they shall proceed no further: for their folly shall be manifest unto all [men], as theirs also was.
Paul	But thou hast fully known my doctrine, manner of life, purpose, faith, longsuffering, charity, patience,
Paul	Persecutions, afflictions, which came unto me at Antioch, at Iconium, at Lystra; what persecutions I endured: but out of [them] all the Lord delivered me.
Paul	Yea, and all that will live godly in Christ Jesus shall suffer persecution.
Paul	But evil men and seducers shall wax worse and worse, deceiving, and being deceived.
Paul	But continue thou in the things which thou hast learned and hast been assured of, knowing of whom thou hast learned [them];
Paul	And that from a child thou hast known the holy scriptures, which are able to make thee wise unto salvation through faith which is in Christ Jesus.
Paul	All scripture [is] given by inspiration of God, and [is] profitable for doctrine, for reproof, for correction, for instruction in righteousness:
Paul	That the man of God may be perfect, throughly furnished unto all good works.
Paul	I charge [thee] therefore before God, and the Lord Jesus Christ, who shall judge the quick and the dead at his appearing and his kingdom;
Paul	Preach the word; be instant in season, out of season; reprove, rebuke, exhort with all longsuffering and doctrine.
Paul	For the time will come when they will not endure sound doctrine; but after their own lusts shall they heap to themselves teachers, having itching ears;
Paul	And they shall turn away [their] ears from the truth, and shall be turned unto fables.
Paul	But watch thou in all things, endure afflictions, do the work of an evangelist, make full proof of thy ministry.
Paul	For I am now ready to be offered, and the time of my departure is at hand.
Paul	I have fought a good fight, I have finished [my] course, I have kept the faith:
Paul	Henceforth there is laid up for me a crown of righteousness, which the Lord, the righteous judge, shall give me at that day: and not to me only, but unto all them also that love his appearing.
Paul	Do thy diligence to come shortly unto me:
Paul	For Demas hath forsaken me, having loved this present world, and is departed unto Thessalonica; Crescens to Galatia, Titus unto Dalmatia.
Paul	Only Luke is with me.
Paul	Take Mark, and bring him with thee: for he is profitable to me for the ministry.
Paul	And Tychicus have I sent to Ephesus.
Paul	The cloke that I left at Troas with Carpus, when thou comest, bring [with thee], and the books, [but] especially the parchments.
Paul	Alexander the coppersmith did me much evil: the Lord reward him according to his works:
Paul	Of whom be thou ware also; for he hath greatly withstood our words.
Paul	At my first answer no man stood with me, but all [men] forsook me: [I pray God] that it may not be laid to their charge.
Paul	Notwithstanding the Lord stood with me, and strengthened me; that by me the preaching might be fully known, and [that] all the Gentiles might hear: and I was delivered out of the mouth of the lion.
Paul	And the Lord shall deliver me from every evil work, and will preserve [me] unto his heavenly kingdom: to whom [be] glory for ever and ever.
Paul	Amen.
Paul	Salute Prisca and Aquila, and the household of Onesiphorus.
Paul	Erastus abode at Corinth: but Trophimus have I left at Miletum sick.
Paul	Do thy diligence to come before winter.
Paul	Eubulus greeteth thee, and Pudens, and Linus, and Claudia, and all the brethren.
Paul	The Lord Jesus Christ [be] with thy spirit.
Paul	Grace [be] with you.
Paul	Amen.
Paul	Paul, a servant of God, and an apostle of Jesus Christ, according to the faith of God’s elect, and the acknowledging of the truth which is after godliness;
Paul	In hope of eternal life, which God, that cannot lie, promised before the world began;
Paul	But hath in due times manifested his word through preaching, which is committed unto me according to the commandment of God our Saviour;
Paul	To Titus, [mine] own son after the common faith: Grace, mercy, [and] peace, from God the Father and the Lord Jesus Christ our Saviour.
Paul	For this cause left I thee in Crete, that thou shouldest set in order the things that are wanting, and ordain elders in every city, as I had appointed thee:
Paul	If any be blameless, the husband of one wife, having faithful children not accused of riot or unruly.
Paul	For a bishop must be blameless, as the steward of God; not selfwilled, not soon angry, not given to wine, no striker, not given to filthy lucre;
Paul	But a lover of hospitality, a lover of good men, sober, just, holy, temperate;
Paul	Holding fast the faithful word as he hath been taught, that he may be able by sound doctrine both to exhort and to convince the gainsayers.
Paul	For there are many unruly and vain talkers and deceivers, specially they of the circumcision:
Paul	Whose mouths must be stopped, who subvert whole houses, teaching things which they ought not, for filthy lucre’s sake.
Paul	One of themselves, [even] a prophet of their own, said, The Cretians [are] alway liars, evil beasts, slow bellies.
Paul	This witness is true.
Paul	Wherefore rebuke them sharply, that they may be sound in the faith;
Paul	Not giving heed to Jewish fables, and commandments of men, that turn from the truth.
Paul	Unto the pure all things [are] pure: but unto them that are defiled and unbelieving [is] nothing pure; but even their mind and conscience is defiled.
Paul	They profess that they know God; but in works they deny [him], being abominable, and disobedient, and unto every good work reprobate.
Paul	But speak thou the things which become sound doctrine:
Paul	That the aged men be sober, grave, temperate, sound in faith, in charity, in patience.
Paul	The aged women likewise, that [they be] in behaviour as becometh holiness, not false accusers, not given to much wine, teachers of good things;
Paul	That they may teach the young women to be sober, to love their husbands, to love their children,
Paul	[To be] discreet, chaste, keepers at home, good, obedient to their own husbands, that the word of God be not blasphemed.
Paul	Young men likewise exhort to be sober minded.
Paul	In all things shewing thyself a pattern of good works: in doctrine [shewing] uncorruptness, gravity, sincerity,
Paul	Sound speech, that cannot be condemned; that he that is of the contrary part may be ashamed, having no evil thing to say of you.
Paul	[Exhort] servants to be obedient unto their own masters, [and] to please [them] well in all [things]; not answering again;
Paul	Not purloining, but shewing all good fidelity; that they may adorn the doctrine of God our Saviour in all things.
Paul	For the grace of God that bringeth salvation hath appeared to all men,
Paul	Teaching us that, denying ungodliness and worldly lusts, we should live soberly, righteously, and godly, in this present world;
Paul	Looking for that blessed hope, and the glorious appearing of the great God and our Saviour Jesus Christ;
Paul	Who gave himself for us, that he might redeem us from all iniquity, and purify unto himself a peculiar people, zealous of good works.
Paul	These things speak, and exhort, and rebuke with all authority.
Paul	Let no man despise thee.
Paul	Put them in mind to be subject to principalities and powers, to obey magistrates, to be ready to every good work,
Paul	To speak evil of no man, to be no brawlers, [but] gentle, shewing all meekness unto all men.
Paul	For we ourselves also were sometimes foolish, disobedient, deceived, serving divers lusts and pleasures, living in malice and envy, hateful, [and] hating one another.
Paul	But after that the kindness and love of God our Saviour toward man appeared,
Paul	Not by works of righteousness which we have done, but according to his mercy he saved us, by the washing of regeneration, and renewing of the Holy Ghost;
Paul	Which he shed on us abundantly through Jesus Christ our Saviour;
Paul	That being justified by his grace, we should be made heirs according to the hope of eternal life.
Paul	[This is] a faithful saying, and these things I will that thou affirm constantly, that they which have believed in God might be careful to maintain good works.
Paul	These things are good and profitable unto men.
Paul	But avoid foolish questions, and genealogies, and contentions, and strivings about the law; for they are unprofitable and vain.
Paul	A man that is an heretick after the first and second admonition reject;
Paul	Knowing that he that is such is subverted, and sinneth, being condemned of himself.
Paul	When I shall send Artemas unto thee, or Tychicus, be diligent to come unto me to Nicopolis: for I have determined there to winter.
Paul	Bring Zenas the lawyer and Apollos on their journey diligently, that nothing be wanting unto them.
Paul	And let ours also learn to maintain good works for necessary uses, that they be not unfruitful.
Paul	All that are with me salute thee.
Paul	Greet them that love us in the faith.
Paul	Grace [be] with you all.
Paul	Amen.
Paul	God, who at sundry times and in divers manners spake in time past unto the fathers by the prophets,
Paul	Hath in these last days spoken unto us by [his] Son, whom he hath appointed heir of all things, by whom also he made the worlds;
Paul	Who being the brightness of [his] glory, and the express image of his person, and upholding all things by the word of his power, when he had by himself purged our sins, sat down on the right hand of the Majesty on high;
Paul	Being made so much better than the angels, as he hath by inheritance obtained a more excellent name than they.
Paul	For unto which of the angels said he at any time, Thou art my Son, this day have I begotten thee?
Paul	And again, I will be to him a Father, and he shall be to me a Son?
Paul	And again, when he bringeth in the firstbegotten into the world, he saith, And let all the angels of God worship him.
Paul	And of the angels he saith, Who maketh his angels spirits, and his ministers a flame of fire.
Paul	But unto the Son [he saith], Thy throne, O God, [is] for ever and ever: a sceptre of righteousness [is] the sceptre of thy kingdom.
Paul	Thou hast loved righteousness, and hated iniquity; therefore God, [even] thy God, hath anointed thee with the oil of gladness above thy fellows.
Paul	And, Thou, Lord, in the beginning hast laid the foundation of the earth; and the heavens are the works of thine hands:
Paul	They shall perish; but thou remainest; and they all shall wax old as doth a garment;
Paul	And as a vesture shalt thou fold them up, and they shall be changed: but thou art the same, and thy years shall not fail.
Paul	But to which of the angels said he at any time, Sit on my right hand, until I make thine enemies thy footstool?
Paul	Are they not all ministering spirits, sent forth to minister for them who shall be heirs of salvation?
Paul	Therefore we ought to give the more earnest heed to the things which we have heard, lest at any time we should let [them] slip.
Paul	For if the word spoken by angels was stedfast, and every transgression and disobedience received a just recompence of reward;
Paul	How shall we escape, if we neglect so great salvation; which at the first began to be spoken by the Lord, and was confirmed unto us by them that heard [him];
Paul	God also bearing [them] witness, both with signs and wonders, and with divers miracles, and gifts of the Holy Ghost, according to his own will?
Paul	For unto the angels hath he not put in subjection the world to come, whereof we speak.
Paul	But one in a certain place testified, saying, What is man, that thou art mindful of him?
Paul	or the son of man, that thou visitest him?
Paul	Thou madest him a little lower than the angels; thou crownedst him with glory and honour, and didst set him over the works of thy hands:
Paul	Thou hast put all things in subjection under his feet.
Paul	For in that he put all in subjection under him, he left nothing [that is] not put under him.
Paul	But now we see not yet all things put under him.
Paul	But we see Jesus, who was made a little lower than the angels for the suffering of death, crowned with glory and honour; that he by the grace of God should taste death for every man.
Paul	For it became him, for whom [are] all things, and by whom [are] all things, in bringing many sons unto glory, to make the captain of their salvation perfect through sufferings.
Paul	For both he that sanctifieth and they who are sanctified [are] all of one: for which cause he is not ashamed to call them brethren,
Paul	Saying, I will declare thy name unto my brethren, in the midst of the church will I sing praise unto thee.
Paul	And again, I will put my trust in him.
Paul	And again, Behold I and the children which God hath given me.
Paul	Forasmuch then as the children are partakers of flesh and blood, he also himself likewise took part of the same; that through death he might destroy him that had the power of death, that is, the devil;
Paul	And deliver them who through fear of death were all their lifetime subject to bondage.
Paul	For verily he took not on [him the nature of] angels; but he took on [him] the seed of Abraham.
Paul	Wherefore in all things it behoved him to be made like unto [his] brethren, that he might be a merciful and faithful high priest in things [pertaining] to God, to make reconciliation for the sins of the people.
Paul	For in that he himself hath suffered being tempted, he is able to succour them that are tempted.
Paul	Wherefore, holy brethren, partakers of the heavenly calling, consider the Apostle and High Priest of our profession, Christ Jesus;
Paul	Who was faithful to him that appointed him, as also Moses [was faithful] in all his house.
Paul	For this [man] was counted worthy of more glory than Moses, inasmuch as he who hath builded the house hath more honour than the house.
Paul	For every house is builded by some [man]; but he that built all things [is] God.
Paul	And Moses verily [was] faithful in all his house, as a servant, for a testimony of those things which were to be spoken after;
Paul	But Christ as a son over his own house; whose house are we, if we hold fast the confidence and the rejoicing of the hope firm unto the end.
Paul	Wherefore (as the Holy Ghost saith, To day if ye will hear his voice,
Paul	Harden not your hearts, as in the provocation, in the day of temptation in the wilderness:
Paul	When your fathers tempted me, proved me, and saw my works forty years.
Paul	Wherefore I was grieved with that generation, and said, They do alway err in [their] heart; and they have not known my ways.
Paul	So I sware in my wrath, They shall not enter into my rest.)
Paul	Take heed, brethren, lest there be in any of you an evil heart of unbelief, in departing from the living God.
Paul	But exhort one another daily, while it is called To day; lest any of you be hardened through the deceitfulness of sin.
Paul	For we are made partakers of Christ, if we hold the beginning of our confidence stedfast unto the end;
Paul	While it is said, To day if ye will hear his voice, harden not your hearts, as in the provocation.
Paul	For some, when they had heard, did provoke: howbeit not all that came out of Egypt by Moses.
Paul	But with whom was he grieved forty years?
Paul	[was it] not with them that had sinned, whose carcases fell in the wilderness?
Paul	And to whom sware he that they should not enter into his rest, but to them that believed not?
Paul	So we see that they could not enter in because of unbelief.
Paul	Let us therefore fear, lest, a promise being left [us] of entering into his rest, any of you should seem to come short of it.
Paul	For unto us was the gospel preached, as well as unto them: but the word preached did not profit them, not being mixed with faith in them that heard [it].
Paul	For we which have believed do enter into rest, as he said, As I have sworn in my wrath, if they shall enter into my rest: although the works were finished from the foundation of the world.
Paul	For he spake in a certain place of the seventh [day] on this wise, And God did rest the seventh day from all his works.
Paul	And in this [place] again, If they shall enter into my rest.
Paul	Seeing therefore it remaineth that some must enter therein, and they to whom it was first preached entered not in because of unbelief:
Paul	Again, he limiteth a certain day, saying in David, To day, after so long a time; as it is said, To day if ye will hear his voice, harden not your hearts.
Paul	For if Jesus had given them rest, then would he not afterward have spoken of another day.
Paul	There remaineth therefore a rest to the people of God.
Paul	For he that is entered into his rest, he also hath ceased from his own works, as God [did] from his.
Paul	Let us labour therefore to enter into that rest, lest any man fall after the same example of unbelief.
Paul	For the word of God [is] quick, and powerful, and sharper than any twoedged sword, piercing even to the dividing asunder of soul and spirit, and of the joints and marrow, and [is] a discerner of the thoughts and intents of the heart.
Paul	Neither is there any creature that is not manifest in his sight: but all things [are] naked and opened unto the eyes of him with whom we have to do.
Paul	Seeing then that we have a great high priest, that is passed into the heavens, Jesus the Son of God, let us hold fast [our] profession.
Paul	For we have not an high priest which cannot be touched with the feeling of our infirmities; but was in all points tempted like as [we are, yet] without sin.
Paul	Let us therefore come boldly unto the throne of grace, that we may obtain mercy, and find grace to help in time of need.
Paul	For every high priest taken from among men is ordained for men in things [pertaining] to God, that he may offer both gifts and sacrifices for sins:
Paul	Who can have compassion on the ignorant, and on them that are out of the way; for that he himself also is compassed with infirmity.
Paul	And by reason hereof he ought, as for the people, so also for himself, to offer for sins.
Paul	And no man taketh this honour unto himself, but he that is called of God, as [was] Aaron.
Paul	So also Christ glorified not himself to be made an high priest; but he that said unto him, Thou art my Son, to day have I begotten thee.
Paul	As he saith also in another [place], Thou [art] a priest for ever after the order of Melchisedec.
Paul	Who in the days of his flesh, when he had offered up prayers and supplications with strong crying and tears unto him that was able to save him from death, and was heard in that he feared;
Paul	Though he were a Son, yet learned he obedience by the things which he suffered;
Paul	And being made perfect, he became the author of eternal salvation unto all them that obey him;
Paul	Called of God an high priest after the order of Melchisedec.
Paul	Of whom we have many things to say, and hard to be uttered, seeing ye are dull of hearing.
Paul	For when for the time ye ought to be teachers, ye have need that one teach you again which [be] the first principles of the oracles of God; and are become such as have need of milk, and not of strong meat.
Paul	For every one that useth milk [is] unskilful in the word of righteousness: for he is a babe.
Paul	But strong meat belongeth to them that are of full age, [even] those who by reason of use have their senses exercised to discern both good and evil.
Paul	Therefore leaving the principles of the doctrine of Christ, let us go on unto perfection; not laying again the foundation of repentance from dead works, and of faith toward God,
Paul	Of the doctrine of baptisms, and of laying on of hands, and of resurrection of the dead, and of eternal judgment.
Paul	And this will we do, if God permit.
Paul	For [it is] impossible for those who were once enlightened, and have tasted of the heavenly gift, and were made partakers of the Holy Ghost,
Paul	And have tasted the good word of God, and the powers of the world to come,
Paul	If they shall fall away, to renew them again unto repentance; seeing they crucify to themselves the Son of God afresh, and put [him] to an open shame.
Paul	For the earth which drinketh in the rain that cometh oft upon it, and bringeth forth herbs meet for them by whom it is dressed, receiveth blessing from God:
Paul	But that which beareth thorns and briers [is] rejected, and [is] nigh unto cursing; whose end [is] to be burned.
Paul	But, beloved, we are persuaded better things of you, and things that accompany salvation, though we thus speak.
Paul	For God [is] not unrighteous to forget your work and labour of love, which ye have shewed toward his name, in that ye have ministered to the saints, and do minister.
Paul	And we desire that every one of you do shew the same diligence to the full assurance of hope unto the end:
Paul	That ye be not slothful, but followers of them who through faith and patience inherit the promises.
Paul	For when God made promise to Abraham, because he could swear by no greater, he sware by himself,
