label	text	textid
Mark	But [be] shod with sandals; and not put on two coats.	1203
Mark	And he said unto them, In what place soever ye enter into an house, there abide till ye depart from that place.	1204
Mark	And whosoever shall not receive you, nor hear you, when ye depart thence, shake off the dust under your feet for a testimony against them.	1205
Mark	Verily I say unto you, It shall be more tolerable for Sodom and Gomorrha in the day of judgment, than for that city.	1206
Mark	And they went out, and preached that men should repent.	1207
Mark	And they cast out many devils, and anointed with oil many that were sick, and healed [them].	1208
Mark	And king Herod heard [of him]; (for his name was spread abroad:) and he said, That John the Baptist was risen from the dead, and therefore mighty works do shew forth themselves in him.	1209
Mark	Others said, That it is Elias.	1210
Mark	And others said, That it is a prophet, or as one of the prophets.	1211
Mark	But when Herod heard [thereof], he said, It is John, whom I beheaded: he is risen from the dead.	1212
Mark	For Herod himself had sent forth and laid hold upon John, and bound him in prison for Herodias’ sake, his brother Philip’s wife: for he had married her.	1213
Mark	For John had said unto Herod, It is not lawful for thee to have thy brother’s wife.	1214
Mark	Therefore Herodias had a quarrel against him, and would have killed him; but she could not:	1215
Mark	For Herod feared John, knowing that he was a just man and an holy, and observed him; and when he heard him, he did many things, and heard him gladly.	1216
Mark	And when a convenient day was come, that Herod on his birthday made a supper to his lords, high captains, and chief [estates] of Galilee;	1217
Mark	And when the daughter of the said Herodias came in, and danced, and pleased Herod and them that sat with him, the king said unto the damsel, Ask of me whatsoever thou wilt, and I will give [it] thee.	1218
Mark	And he sware unto her, Whatsoever thou shalt ask of me, I will give [it] thee, unto the half of my kingdom.	1219
Mark	And she went forth, and said unto her mother, What shall I ask?	1220
Mark	And she said, The head of John the Baptist.	1221
Mark	And she came in straightway with haste unto the king, and asked, saying, I will that thou give me by and by in a charger the head of John the Baptist.	1222
Mark	And the king was exceeding sorry; [yet] for his oath’s sake, and for their sakes which sat with him, he would not reject her.	1223
Mark	And immediately the king sent an executioner, and commanded his head to be brought: and he went and beheaded him in the prison,	1224
Mark	And brought his head in a charger, and gave it to the damsel: and the damsel gave it to her mother.	1225
Mark	And when his disciples heard [of it], they came and took up his corpse, and laid it in a tomb.	1226
Mark	And the apostles gathered themselves together unto Jesus, and told him all things, both what they had done, and what they had taught.	1227
Mark	And he said unto them, Come ye yourselves apart into a desert place, and rest a while: for there were many coming and going, and they had no leisure so much as to eat.	1228
Mark	And they departed into a desert place by ship privately.	1229
Mark	And the people saw them departing, and many knew him, and ran afoot thither out of all cities, and outwent them, and came together unto him.	1230
Mark	And Jesus, when he came out, saw much people, and was moved with compassion toward them, because they were as sheep not having a shepherd: and he began to teach them many things.	1231
Mark	And when the day was now far spent, his disciples came unto him, and said, This is a desert place, and now the time [is] far passed:	1232
Mark	Send them away, that they may go into the country round about, and into the villages, and buy themselves bread: for they have nothing to eat.	1233
Mark	He answered and said unto them, Give ye them to eat.	1234
Mark	And they say unto him, Shall we go and buy two hundred pennyworth of bread, and give them to eat?	1235
Mark	He saith unto them, How many loaves have ye?	1236
Mark	go and see.	1237
Mark	And when they knew, they say, Five, and two fishes.	1238
Mark	And he commanded them to make all sit down by companies upon the green grass.	1239
Mark	And they sat down in ranks, by hundreds, and by fifties.	1240
Mark	And when he had taken the five loaves and the two fishes, he looked up to heaven, and blessed, and brake the loaves, and gave [them] to his disciples to set before them; and the two fishes divided he among them all.	1241
Mark	And they did all eat, and were filled.	1242
Mark	And they took up twelve baskets full of the fragments, and of the fishes.	1243
Mark	And they that did eat of the loaves were about five thousand men.	1244
Mark	And straightway he constrained his disciples to get into the ship, and to go to the other side before unto Bethsaida, while he sent away the people.	1245
Mark	And when he had sent them away, he departed into a mountain to pray.	1246
Mark	And when even was come, the ship was in the midst of the sea, and he alone on the land.	1247
Mark	And he saw them toiling in rowing; for the wind was contrary unto them: and about the fourth watch of the night he cometh unto them, walking upon the sea, and would have passed by them.	1248
Mark	But when they saw him walking upon the sea, they supposed it had been a spirit, and cried out:	1249
Mark	For they all saw him, and were troubled.	1250
Mark	And immediately he talked with them, and saith unto them, Be of good cheer: it is I; be not afraid.	1251
Mark	And he went up unto them into the ship; and the wind ceased: and they were sore amazed in themselves beyond measure, and wondered.	1252
Mark	For they considered not [the miracle] of the loaves: for their heart was hardened.	1253
Mark	And when they had passed over, they came into the land of Gennesaret, and drew to the shore.	1254
Mark	And when they were come out of the ship, straightway they knew him,	1255
Mark	And ran through that whole region round about, and began to carry about in beds those that were sick, where they heard he was.	1256
Mark	And whithersoever he entered, into villages, or cities, or country, they laid the sick in the streets, and besought him that they might touch if it were but the border of his garment: and as many as touched him were made whole.	1257
Mark	Then came together unto him the Pharisees, and certain of the scribes, which came from Jerusalem.	1258
Mark	And when they saw some of his disciples eat bread with defiled, that is to say, with unwashen, hands, they found fault.	1259
Mark	For the Pharisees, and all the Jews, except they wash [their] hands oft, eat not, holding the tradition of the elders.	1260
Mark	And [when they come] from the market, except they wash, they eat not.	1261
Mark	And many other things there be, which they have received to hold, [as] the washing of cups, and pots, brasen vessels, and of tables.	1262
Mark	Then the Pharisees and scribes asked him, Why walk not thy disciples according to the tradition of the elders, but eat bread with unwashen hands?	1263
Mark	He answered and said unto them, Well hath Esaias prophesied of you hypocrites, as it is written, This people honoureth me with [their] lips, but their heart is far from me.	1264
Mark	Howbeit in vain do they worship me, teaching [for] doctrines the commandments of men.	1265
Mark	For laying aside the commandment of God, ye hold the tradition of men, [as] the washing of pots and cups: and many other such like things ye do.	1266
Mark	And he said unto them, Full well ye reject the commandment of God, that ye may keep your own tradition.	1267
Mark	For Moses said, Honour thy father and thy mother; and, Whoso curseth father or mother, let him die the death:	1268
Mark	But ye say, If a man shall say to his father or mother, [It is] Corban, that is to say, a gift, by whatsoever thou mightest be profited by me; [he shall be free].	1269
Mark	And ye suffer him no more to do ought for his father or his mother;	1270
Mark	Making the word of God of none effect through your tradition, which ye have delivered: and many such like things do ye.	1271
Mark	And when he had called all the people [unto him], he said unto them, Hearken unto me every one [of you], and understand:	1272
Mark	There is nothing from without a man, that entering into him can defile him: but the things which come out of him, those are they that defile the man.	1273
Mark	If any man have ears to hear, let him hear.	1274
Mark	And when he was entered into the house from the people, his disciples asked him concerning the parable.	1275
Mark	And he saith unto them, Are ye so without understanding also?	1276
Mark	Do ye not perceive, that whatsoever thing from without entereth into the man, [it] cannot defile him;	1277
Mark	Because it entereth not into his heart, but into the belly, and goeth out into the draught, purging all meats?	1278
Mark	And he said, That which cometh out of the man, that defileth the man.	1279
Mark	For from within, out of the heart of men, proceed evil thoughts, adulteries, fornications, murders,	1280
Mark	Thefts, covetousness, wickedness, deceit, lasciviousness, an evil eye, blasphemy, pride, foolishness:	1281
Mark	All these evil things come from within, and defile the man.	1282
Mark	And from thence he arose, and went into the borders of Tyre and Sidon, and entered into an house, and would have no man know [it]: but he could not be hid.	1283
Mark	For a [certain] woman, whose young daughter had an unclean spirit, heard of him, and came and fell at his feet:	1284
Mark	The woman was a Greek, a Syrophenician by nation; and she besought him that he would cast forth the devil out of her daughter.	1285
Mark	But Jesus said unto her, Let the children first be filled: for it is not meet to take the children’s bread, and to cast [it] unto the dogs.	1286
Mark	And she answered and said unto him, Yes, Lord: yet the dogs under the table eat of the children’s crumbs.	1287
Mark	And he said unto her, For this saying go thy way; the devil is gone out of thy daughter.	1288
Mark	And when she was come to her house, she found the devil gone out, and her daughter laid upon the bed.	1289
Mark	And again, departing from the coasts of Tyre and Sidon, he came unto the sea of Galilee, through the midst of the coasts of Decapolis.	1290
Mark	And they bring unto him one that was deaf, and had an impediment in his speech; and they beseech him to put his hand upon him.	1291
Mark	And he took him aside from the multitude, and put his fingers into his ears, and he spit, and touched his tongue;	1292
Mark	And looking up to heaven, he sighed, and saith unto him, Ephphatha, that is, Be opened.	1293
Mark	And straightway his ears were opened, and the string of his tongue was loosed, and he spake plain.	1294
Mark	And he charged them that they should tell no man: but the more he charged them, so much the more a great deal they published [it];	1295
Mark	And were beyond measure astonished, saying, He hath done all things well: he maketh both the deaf to hear, and the dumb to speak.	1296
Mark	In those days the multitude being very great, and having nothing to eat, Jesus called his disciples [unto him], and saith unto them,	1297
Mark	I have compassion on the multitude, because they have now been with me three days, and have nothing to eat:	1298
Mark	And if I send them away fasting to their own houses, they will faint by the way: for divers of them came from far.	1299
Mark	And his disciples answered him, From whence can a man satisfy these [men] with bread here in the wilderness?	1300
Mark	And he asked them, How many loaves have ye?	1301
Mark	And they said, Seven.	1302
Mark	And he commanded the people to sit down on the ground: and he took the seven loaves, and gave thanks, and brake, and gave to his disciples to set before [them]; and they did set [them] before the people.	1303
Mark	And they had a few small fishes: and he blessed, and commanded to set them also before [them].	1304
Mark	So they did eat, and were filled: and they took up of the broken [meat] that was left seven baskets.	1305
Mark	And they that had eaten were about four thousand: and he sent them away.	1306
Mark	And straightway he entered into a ship with his disciples, and came into the parts of Dalmanutha.	1307
Mark	And the Pharisees came forth, and began to question with him, seeking of him a sign from heaven, tempting him.	1308
Mark	And he sighed deeply in his spirit, and saith, Why doth this generation seek after a sign?	1309
Mark	verily I say unto you, There shall no sign be given unto this generation.	1310
Mark	And he left them, and entering into the ship again departed to the other side.	1311
Mark	Now [the disciples] had forgotten to take bread, neither had they in the ship with them more than one loaf.	1312
Mark	And he charged them, saying, Take heed, beware of the leaven of the Pharisees, and [of] the leaven of Herod.	1313
Mark	And they reasoned among themselves, saying, [It is] because we have no bread.	1314
Mark	And when Jesus knew [it], he saith unto them, Why reason ye, because ye have no bread?	1315
Mark	perceive ye not yet, neither understand?	1316
Mark	have ye your heart yet hardened?	1317
Mark	Having eyes, see ye not?	1318
Mark	and having ears, hear ye not?	1319
Mark	and do ye not remember?	1320
Mark	When I brake the five loaves among five thousand, how many baskets full of fragments took ye up?	1321
Mark	They say unto him, Twelve.	1322
Mark	And when the seven among four thousand, how many baskets full of fragments took ye up?	1323
Mark	And they said, Seven.	1324
Mark	And he said unto them, How is it that ye do not understand?	1325
Mark	And he cometh to Bethsaida; and they bring a blind man unto him, and besought him to touch him.	1326
Mark	And he took the blind man by the hand, and led him out of the town; and when he had spit on his eyes, and put his hands upon him, he asked him if he saw ought.	1327
Mark	And he looked up, and said, I see men as trees, walking.	1328
Mark	After that he put [his] hands again upon his eyes, and made him look up: and he was restored, and saw every man clearly.	1329
Mark	And he sent him away to his house, saying, Neither go into the town, nor tell [it] to any in the town.	1330
Mark	And Jesus went out, and his disciples, into the towns of Caesarea Philippi: and by the way he asked his disciples, saying unto them, Whom do men say that I am?	1331
Mark	And they answered, John the Baptist: but some [say], Elias; and others, One of the prophets.	1332
Mark	And he saith unto them, But whom say ye that I am?	1333
Mark	And Peter answereth and saith unto him, Thou art the Christ.	1334
Mark	And he charged them that they should tell no man of him.	1335
Mark	And he began to teach them, that the Son of man must suffer many things, and be rejected of the elders, and [of] the chief priests, and scribes, and be killed, and after three days rise again.	1336
Mark	And he spake that saying openly.	1337
Mark	And Peter took him, and began to rebuke him.	1338
Mark	But when he had turned about and looked on his disciples, he rebuked Peter, saying, Get thee behind me, Satan: for thou savourest not the things that be of God, but the things that be of men.	1339
Mark	And when he had called the people [unto him] with his disciples also, he said unto them, Whosoever will come after me, let him deny himself, and take up his cross, and follow me.	1340
Mark	For whosoever will save his life shall lose it; but whosoever shall lose his life for my sake and the gospel’s, the same shall save it.	1341
Mark	For what shall it profit a man, if he shall gain the whole world, and lose his own soul?	1342
Mark	Or what shall a man give in exchange for his soul?	1343
Mark	Whosoever therefore shall be ashamed of me and of my words in this adulterous and sinful generation; of him also shall the Son of man be ashamed, when he cometh in the glory of his Father with the holy angels.	1344
Mark	And he said unto them, Verily I say unto you, That there be some of them that stand here, which shall not taste of death, till they have seen the kingdom of God come with power.	1345
Mark	And after six days Jesus taketh [with him] Peter, and James, and John, and leadeth them up into an high mountain apart by themselves: and he was transfigured before them.	1346
Mark	And his raiment became shining, exceeding white as snow; so as no fuller on earth can white them.	1347
Mark	And there appeared unto them Elias with Moses: and they were talking with Jesus.	1348
Mark	And Peter answered and said to Jesus, Master, it is good for us to be here: and let us make three tabernacles; one for thee, and one for Moses, and one for Elias.	1349
Mark	For he wist not what to say; for they were sore afraid.	1350
Mark	And there was a cloud that overshadowed them: and a voice came out of the cloud, saying, This is my beloved Son: hear him.	1351
Mark	And suddenly, when they had looked round about, they saw no man any more, save Jesus only with themselves.	1352
Mark	And as they came down from the mountain, he charged them that they should tell no man what things they had seen, till the Son of man were risen from the dead.	1353
Mark	And they kept that saying with themselves, questioning one with another what the rising from the dead should mean.	1354
Mark	And they asked him, saying, Why say the scribes that Elias must first come?	1355
Mark	And he answered and told them, Elias verily cometh first, and restoreth all things; and how it is written of the Son of man, that he must suffer many things, and be set at nought.	1356
Mark	But I say unto you, That Elias is indeed come, and they have done unto him whatsoever they listed, as it is written of him.	1357
Mark	And when he came to [his] disciples, he saw a great multitude about them, and the scribes questioning with them.	1358
Mark	And straightway all the people, when they beheld him, were greatly amazed, and running to [him] saluted him.	1359
Mark	And he asked the scribes, What question ye with them?	1360
Mark	And one of the multitude answered and said, Master, I have brought unto thee my son, which hath a dumb spirit;	1361
Mark	And wheresoever he taketh him, he teareth him: and he foameth, and gnasheth with his teeth, and pineth away: and I spake to thy disciples that they should cast him out; and they could not.	1362
Mark	He answereth him, and saith, O faithless generation, how long shall I be with you?	1363
Mark	how long shall I suffer you?	1364
Mark	bring him unto me.	1365
Mark	And they brought him unto him: and when he saw him, straightway the spirit tare him; and he fell on the ground, and wallowed foaming.	1366
Mark	And he asked his father, How long is it ago since this came unto him?	1367
Mark	And he said, Of a child.	1368
Mark	And ofttimes it hath cast him into the fire, and into the waters, to destroy him: but if thou canst do any thing, have compassion on us, and help us.	1369
Mark	Jesus said unto him, If thou canst believe, all things [are] possible to him that believeth.	1370
Mark	And straightway the father of the child cried out, and said with tears, Lord, I believe; help thou mine unbelief.	1371
Mark	When Jesus saw that the people came running together, he rebuked the foul spirit, saying unto him, [Thou] dumb and deaf spirit, I charge thee, come out of him, and enter no more into him.	1372
Mark	And [the spirit] cried, and rent him sore, and came out of him: and he was as one dead; insomuch that many said, He is dead.	1373
Mark	But Jesus took him by the hand, and lifted him up; and he arose.	1374
Mark	And when he was come into the house, his disciples asked him privately, Why could not we cast him out?	1375
Mark	And he said unto them, This kind can come forth by nothing, but by prayer and fasting.	1376
Mark	And they departed thence, and passed through Galilee; and he would not that any man should know [it].	1377
Mark	For he taught his disciples, and said unto them, The Son of man is delivered into the hands of men, and they shall kill him; and after that he is killed, he shall rise the third day.	1378
Mark	But they understood not that saying, and were afraid to ask him.	1379
Mark	And he came to Capernaum: and being in the house he asked them, What was it that ye disputed among yourselves by the way?	1380
Mark	But they held their peace: for by the way they had disputed among themselves, who [should be] the greatest.	1381
Mark	And he sat down, and called the twelve, and saith unto them, If any man desire to be first, [the same] shall be last of all, and servant of all.	1382
Mark	And he took a child, and set him in the midst of them: and when he had taken him in his arms, he said unto them,	1383
Mark	Whosoever shall receive one of such children in my name, receiveth me: and whosoever shall receive me, receiveth not me, but him that sent me.	1384
Mark	And John answered him, saying, Master, we saw one casting out devils in thy name, and he followeth not us: and we forbad him, because he followeth not us.	1385
Mark	But Jesus said, Forbid him not: for there is no man which shall do a miracle in my name, that can lightly speak evil of me.	1386
Mark	For he that is not against us is on our part.	1387
Mark	For whosoever shall give you a cup of water to drink in my name, because ye belong to Christ, verily I say unto you, he shall not lose his reward.	1388
Mark	And whosoever shall offend one of [these] little ones that believe in me, it is better for him that a millstone were hanged about his neck, and he were cast into the sea.	1389
Mark	And if thy hand offend thee, cut it off: it is better for thee to enter into life maimed, than having two hands to go into hell, into the fire that never shall be quenched:	1390
Mark	Where their worm dieth not, and the fire is not quenched.	1391
Mark	And if thy foot offend thee, cut it off: it is better for thee to enter halt into life, than having two feet to be cast into hell, into the fire that never shall be quenched:	1392
Mark	Where their worm dieth not, and the fire is not quenched.	1393
Mark	And if thine eye offend thee, pluck it out: it is better for thee to enter into the kingdom of God with one eye, than having two eyes to be cast into hell fire:	1394
Mark	Where their worm dieth not, and the fire is not quenched.	1395
Mark	For every one shall be salted with fire, and every sacrifice shall be salted with salt.	1396
Mark	Salt [is] good: but if the salt have lost his saltness, wherewith will ye season it?	1397
Mark	Have salt in yourselves, and have peace one with another.	1398
Mark	And he arose from thence, and cometh into the coasts of Judaea by the farther side of Jordan: and the people resort unto him again; and, as he was wont, he taught them again.	1399
Mark	And the Pharisees came to him, and asked him, Is it lawful for a man to put away [his] wife?	1400
Mark	tempting him.	1401
Mark	And he answered and said unto them, What did Moses command you?	1402
Mark	And they said, Moses suffered to write a bill of divorcement, and to put [her] away.	1403
Mark	And Jesus answered and said unto them, For the hardness of your heart he wrote you this precept.	1404
Mark	But from the beginning of the creation God made them male and female.	1405
Mark	For this cause shall a man leave his father and mother, and cleave to his wife;	1406
Mark	And they twain shall be one flesh: so then they are no more twain, but one flesh.	1407
Mark	What therefore God hath joined together, let not man put asunder.	1408
Mark	And in the house his disciples asked him again of the same [matter].	1409
Mark	And he saith unto them, Whosoever shall put away his wife, and marry another, committeth adultery against her.	1410
Mark	And if a woman shall put away her husband, and be married to another, she committeth adultery.	1411
Mark	And they brought young children to him, that he should touch them: and [his] disciples rebuked those that brought [them].	1412
Mark	But when Jesus saw [it], he was much displeased, and said unto them, Suffer the little children to come unto me, and forbid them not: for of such is the kingdom of God.	1413
Mark	Verily I say unto you, Whosoever shall not receive the kingdom of God as a little child, he shall not enter therein.	1414
Mark	And he took them up in his arms, put [his] hands upon them, and blessed them.	1415
Mark	And when he was gone forth into the way, there came one running, and kneeled to him, and asked him, Good Master, what shall I do that I may inherit eternal life?	1416
Mark	And Jesus said unto him, Why callest thou me good?	1417
Mark	[there is] none good but one, [that is], God.	1418
Mark	Thou knowest the commandments, Do not commit adultery, Do not kill, Do not steal, Do not bear false witness, Defraud not, Honour thy father and mother.	1419
Mark	And he answered and said unto him, Master, all these have I observed from my youth.	1420
Mark	Then Jesus beholding him loved him, and said unto him, One thing thou lackest: go thy way, sell whatsoever thou hast, and give to the poor, and thou shalt have treasure in heaven: and come, take up the cross, and follow me.	1421
Mark	And he was sad at that saying, and went away grieved: for he had great possessions.	1422
Mark	And Jesus looked round about, and saith unto his disciples, How hardly shall they that have riches enter into the kingdom of God!	1423
Mark	And the disciples were astonished at his words.	1424
Mark	But Jesus answereth again, and saith unto them, Children, how hard is it for them that trust in riches to enter into the kingdom of God!	1425
Mark	It is easier for a camel to go through the eye of a needle, than for a rich man to enter into the kingdom of God.	1426
Mark	And they were astonished out of measure, saying among themselves, Who then can be saved?	1427
Mark	And Jesus looking upon them saith, With men [it is] impossible, but not with God: for with God all things are possible.	1428
Mark	Then Peter began to say unto him, Lo, we have left all, and have followed thee.	1429
Mark	And Jesus answered and said, Verily I say unto you, There is no man that hath left house, or brethren, or sisters, or father, or mother, or wife, or children, or lands, for my sake, and the gospel’s,	1430
Mark	But he shall receive an hundredfold now in this time, houses, and brethren, and sisters, and mothers, and children, and lands, with persecutions; and in the world to come eternal life.	1431
Mark	But many [that are] first shall be last; and the last first.	1432
Mark	And they were in the way going up to Jerusalem; and Jesus went before them: and they were amazed; and as they followed, they were afraid.	1433
Mark	And he took again the twelve, and began to tell them what things should happen unto him,	1434
Mark	[Saying], Behold, we go up to Jerusalem; and the Son of man shall be delivered unto the chief priests, and unto the scribes; and they shall condemn him to death, and shall deliver him to the Gentiles:	1435
Mark	And they shall mock him, and shall scourge him, and shall spit upon him, and shall kill him: and the third day he shall rise again.	1436
Mark	And James and John, the sons of Zebedee, come unto him, saying, Master, we would that thou shouldest do for us whatsoever we shall desire.	1437
Mark	And he said unto them, What would ye that I should do for you?	1438
Mark	They said unto him, Grant unto us that we may sit, one on thy right hand, and the other on thy left hand, in thy glory.	1439
Mark	But Jesus said unto them, Ye know not what ye ask: can ye drink of the cup that I drink of?	1440
Mark	and be baptized with the baptism that I am baptized with?	1441
Mark	And they said unto him, We can.	1442
Mark	And Jesus said unto them, Ye shall indeed drink of the cup that I drink of; and with the baptism that I am baptized withal shall ye be baptized:	1443
Mark	But to sit on my right hand and on my left hand is not mine to give; but [it shall be given to them] for whom it is prepared.	1444
Mark	And when the ten heard [it], they began to be much displeased with James and John.	1445
Mark	But Jesus called them [to him], and saith unto them, Ye know that they which are accounted to rule over the Gentiles exercise lordship over them; and their great ones exercise authority upon them.	1446
Mark	But so shall it not be among you: but whosoever will be great among you, shall be your minister:	1447
Mark	And whosoever of you will be the chiefest, shall be servant of all.	1448
Mark	For even the Son of man came not to be ministered unto, but to minister, and to give his life a ransom for many.	1449
Mark	And they came to Jericho: and as he went out of Jericho with his disciples and a great number of people, blind Bartimaeus, the son of Timaeus, sat by the highway side begging.	1450
Mark	And when he heard that it was Jesus of Nazareth, he began to cry out, and say, Jesus, [thou] Son of David, have mercy on me.	1451
Mark	And many charged him that he should hold his peace: but he cried the more a great deal, [Thou] Son of David, have mercy on me.	1452
Mark	And Jesus stood still, and commanded him to be called.	1453
Mark	And they call the blind man, saying unto him, Be of good comfort, rise; he calleth thee.	1454
Mark	And he, casting away his garment, rose, and came to Jesus.	1455
Mark	And Jesus answered and said unto him, What wilt thou that I should do unto thee?	1456
Mark	The blind man said unto him, Lord, that I might receive my sight.	1457
Mark	And Jesus said unto him, Go thy way; thy faith hath made thee whole.	1458
Mark	And immediately he received his sight, and followed Jesus in the way.	1459
Mark	And when they came nigh to Jerusalem, unto Bethphage and Bethany, at the mount of Olives, he sendeth forth two of his disciples,	1460
Mark	And saith unto them, Go your way into the village over against you: and as soon as ye be entered into it, ye shall find a colt tied, whereon never man sat; loose him, and bring [him].	1461
Mark	And if any man say unto you, Why do ye this?	1462
Mark	say ye that the Lord hath need of him; and straightway he will send him hither.	1463
Mark	And they went their way, and found the colt tied by the door without in a place where two ways met; and they loose him.	1464
Mark	And certain of them that stood there said unto them, What do ye, loosing the colt?	1465
Mark	And they said unto them even as Jesus had commanded: and they let them go.	1466
Mark	And they brought the colt to Jesus, and cast their garments on him; and he sat upon him.	1467
Mark	And many spread their garments in the way: and others cut down branches off the trees, and strawed [them] in the way.	1468
Mark	And they that went before, and they that followed, cried, saying, Hosanna; Blessed [is] he that cometh in the name of the Lord:	1469
Mark	Blessed [be] the kingdom of our father David, that cometh in the name of the Lord: Hosanna in the highest.	1470
Mark	And Jesus entered into Jerusalem, and into the temple: and when he had looked round about upon all things, and now the eventide was come, he went out unto Bethany with the twelve.	1471
Mark	And on the morrow, when they were come from Bethany, he was hungry:	1472
Mark	And seeing a fig tree afar off having leaves, he came, if haply he might find any thing thereon: and when he came to it, he found nothing but leaves; for the time of figs was not [yet].	1473
Mark	And Jesus answered and said unto it, No man eat fruit of thee hereafter for ever.	1474
Mark	And his disciples heard [it].	1475
Mark	And they come to Jerusalem: and Jesus went into the temple, and began to cast out them that sold and bought in the temple, and overthrew the tables of the moneychangers, and the seats of them that sold doves;	1476
Mark	And would not suffer that any man should carry [any] vessel through the temple.	1477
Mark	And he taught, saying unto them, Is it not written, My house shall be called of all nations the house of prayer?	1478
Mark	but ye have made it a den of thieves.	1479
Mark	And the scribes and chief priests heard [it], and sought how they might destroy him: for they feared him, because all the people was astonished at his doctrine.	1480
Mark	And when even was come, he went out of the city.	1481
Mark	And in the morning, as they passed by, they saw the fig tree dried up from the roots.	1482
Mark	And Peter calling to remembrance saith unto him, Master, behold, the fig tree which thou cursedst is withered away.	1483
Mark	And Jesus answering saith unto them, Have faith in God.	1484
Mark	For verily I say unto you, That whosoever shall say unto this mountain, Be thou removed, and be thou cast into the sea; and shall not doubt in his heart, but shall believe that those things which he saith shall come to pass; he shall have whatsoever he saith.	1485
Mark	Therefore I say unto you, What things soever ye desire, when ye pray, believe that ye receive [them], and ye shall have [them].	1486
Mark	And when ye stand praying, forgive, if ye have ought against any: that your Father also which is in heaven may forgive you your trespasses.	1487
Mark	But if ye do not forgive, neither will your Father which is in heaven forgive your trespasses.	1488
Mark	And they come again to Jerusalem: and as he was walking in the temple, there come to him the chief priests, and the scribes, and the elders,	1489
Mark	And say unto him, By what authority doest thou these things?	1490
Mark	and who gave thee this authority to do these things?	1491
Mark	And Jesus answered and said unto them, I will also ask of you one question, and answer me, and I will tell you by what authority I do these things.	1492
Mark	The baptism of John, was [it] from heaven, or of men?	1493
Mark	answer me.	1494
Mark	And they reasoned with themselves, saying, If we shall say, From heaven; he will say, Why then did ye not believe him?	1495
Mark	But if we shall say, Of men; they feared the people: for all [men] counted John, that he was a prophet indeed.	1496
Mark	And they answered and said unto Jesus, We cannot tell.	1497
Mark	And Jesus answering saith unto them, Neither do I tell you by what authority I do these things.	1498
Mark	And he began to speak unto them by parables.	1499
Mark	A [certain] man planted a vineyard, and set an hedge about [it], and digged [a place for] the winefat, and built a tower, and let it out to husbandmen, and went into a far country.	1500
Mark	And at the season he sent to the husbandmen a servant, that he might receive from the husbandmen of the fruit of the vineyard.	1501
Mark	And they caught [him], and beat him, and sent [him] away empty.	1502
Mark	And again he sent unto them another servant; and at him they cast stones, and wounded [him] in the head, and sent [him] away shamefully handled.	1503
Mark	And again he sent another; and him they killed, and many others; beating some, and killing some.	1504
Mark	Having yet therefore one son, his wellbeloved, he sent him also last unto them, saying, They will reverence my son.	1505
Mark	But those husbandmen said among themselves, This is the heir; come, let us kill him, and the inheritance shall be ours.	1506
Mark	And they took him, and killed [him], and cast [him] out of the vineyard.	1507
Mark	What shall therefore the lord of the vineyard do?	1508
Mark	he will come and destroy the husbandmen, and will give the vineyard unto others.	1509
Mark	And have ye not read this scripture; The stone which the builders rejected is become the head of the corner:	1510
Mark	This was the Lord’s doing, and it is marvellous in our eyes?	1511
Mark	And they sought to lay hold on him, but feared the people: for they knew that he had spoken the parable against them: and they left him, and went their way.	1512
Mark	And they send unto him certain of the Pharisees and of the Herodians, to catch him in [his] words.	1513
Mark	And when they were come, they say unto him, Master, we know that thou art true, and carest for no man: for thou regardest not the person of men, but teachest the way of God in truth: Is it lawful to give tribute to Caesar, or not?	1514
Mark	Shall we give, or shall we not give?	1515
Mark	But he, knowing their hypocrisy, said unto them, Why tempt ye me?	1516
Mark	bring me a penny, that I may see [it].	1517
Mark	And they brought [it].	1518
Mark	And he saith unto them, Whose [is] this image and superscription?	1519
Mark	And they said unto him, Caesar’s.	1520
Mark	And Jesus answering said unto them, Render to Caesar the things that are Caesar’s, and to God the things that are God’s.	1521
Mark	And they marvelled at him.	1522
Mark	Then come unto him the Sadducees, which say there is no resurrection; and they asked him, saying,	1523
Mark	Master, Moses wrote unto us, If a man’s brother die, and leave [his] wife [behind him], and leave no children, that his brother should take his wife, and raise up seed unto his brother.	1524
Mark	Now there were seven brethren: and the first took a wife, and dying left no seed.	1525
Mark	And the second took her, and died, neither left he any seed: and the third likewise.	1526
Mark	And the seven had her, and left no seed: last of all the woman died also.	1527
Mark	In the resurrection therefore, when they shall rise, whose wife shall she be of them?	1528
Mark	for the seven had her to wife.	1529
Mark	And Jesus answering said unto them, Do ye not therefore err, because ye know not the scriptures, neither the power of God?	1530
Mark	For when they shall rise from the dead, they neither marry, nor are given in marriage; but are as the angels which are in heaven.	1531
Mark	And as touching the dead, that they rise: have ye not read in the book of Moses, how in the bush God spake unto him, saying, I [am] the God of Abraham, and the God of Isaac, and the God of Jacob?	1532
Mark	He is not the God of the dead, but the God of the living: ye therefore do greatly err.	1533
Mark	And one of the scribes came, and having heard them reasoning together, and perceiving that he had answered them well, asked him, Which is the first commandment of all?	1534
Mark	And Jesus answered him, The first of all the commandments [is], Hear, O Israel; The Lord our God is one Lord:	1535
Mark	And thou shalt love the Lord thy God with all thy heart, and with all thy soul, and with all thy mind, and with all thy strength: this [is] the first commandment.	1536
Mark	And the second [is] like, [namely] this, Thou shalt love thy neighbour as thyself.	1537
Mark	There is none other commandment greater than these.	1538
