label	text	textid
Paul	Now the Lord of peace himself give you peace always by all means.	337
Paul	The Lord [be] with you all.	338
Paul	The salutation of Paul with mine own hand, which is the token in every epistle: so I write.	339
Paul	The grace of our Lord Jesus Christ [be] with you all.	340
Paul	Amen.	341
Paul	Paul, an apostle of Jesus Christ by the commandment of God our Saviour, and Lord Jesus Christ, [which is] our hope;	342
Paul	Unto Timothy, [my] own son in the faith: Grace, mercy, [and] peace, from God our Father and Jesus Christ our Lord.	343
Paul	As I besought thee to abide still at Ephesus, when I went into Macedonia, that thou mightest charge some that they teach no other doctrine,	344
Paul	Neither give heed to fables and endless genealogies, which minister questions, rather than godly edifying which is in faith: [so do].	345
Paul	Now the end of the commandment is charity out of a pure heart, and [of] a good conscience, and [of] faith unfeigned:	346
Paul	From which some having swerved have turned aside unto vain jangling;	347
Paul	Desiring to be teachers of the law; understanding neither what they say, nor whereof they affirm.	348
Paul	But we know that the law [is] good, if a man use it lawfully;	349
Paul	Knowing this, that the law is not made for a righteous man, but for the lawless and disobedient, for the ungodly and for sinners, for unholy and profane, for murderers of fathers and murderers of mothers, for manslayers,	350
Paul	For whoremongers, for them that defile themselves with mankind, for menstealers, for liars, for perjured persons, and if there be any other thing that is contrary to sound doctrine;	351
Paul	According to the glorious gospel of the blessed God, which was committed to my trust.	352
Paul	And I thank Christ Jesus our Lord, who hath enabled me, for that he counted me faithful, putting me into the ministry;	353
Paul	Who was before a blasphemer, and a persecutor, and injurious: but I obtained mercy, because I did [it] ignorantly in unbelief.	354
Paul	And the grace of our Lord was exceeding abundant with faith and love which is in Christ Jesus.	355
Paul	This [is] a faithful saying, and worthy of all acceptation, that Christ Jesus came into the world to save sinners; of whom I am chief.	356
Paul	Howbeit for this cause I obtained mercy, that in me first Jesus Christ might shew forth all longsuffering, for a pattern to them which should hereafter believe on him to life everlasting.	357
Paul	Now unto the King eternal, immortal, invisible, the only wise God, [be] honour and glory for ever and ever.	358
Paul	Amen.	359
Paul	This charge I commit unto thee, son Timothy, according to the prophecies which went before on thee, that thou by them mightest war a good warfare;	360
Paul	Holding faith, and a good conscience; which some having put away concerning faith have made shipwreck:	361
Paul	Of whom is Hymenaeus and Alexander; whom I have delivered unto Satan, that they may learn not to blaspheme.	362
Paul	I exhort therefore, that, first of all, supplications, prayers, intercessions, [and] giving of thanks, be made for all men;	363
Paul	For kings, and [for] all that are in authority; that we may lead a quiet and peaceable life in all godliness and honesty.	364
Paul	For this [is] good and acceptable in the sight of God our Saviour;	365
Paul	Who will have all men to be saved, and to come unto the knowledge of the truth.	366
Paul	For [there is] one God, and one mediator between God and men, the man Christ Jesus;	367
Paul	Who gave himself a ransom for all, to be testified in due time.	368
Paul	Whereunto I am ordained a preacher, and an apostle, (I speak the truth in Christ, [and] lie not;) a teacher of the Gentiles in faith and verity.	369
Paul	I will therefore that men pray every where, lifting up holy hands, without wrath and doubting.	370
Paul	In like manner also, that women adorn themselves in modest apparel, with shamefacedness and sobriety; not with broided hair, or gold, or pearls, or costly array;	371
Paul	But (which becometh women professing godliness) with good works.	372
Paul	Let the woman learn in silence with all subjection.	373
Paul	But I suffer not a woman to teach, nor to usurp authority over the man, but to be in silence.	374
Paul	For Adam was first formed, then Eve.	375
Paul	And Adam was not deceived, but the woman being deceived was in the transgression.	376
Paul	Notwithstanding she shall be saved in childbearing, if they continue in faith and charity and holiness with sobriety.	377
Paul	This [is] a true saying, If a man desire the office of a bishop, he desireth a good work.	378
Paul	A bishop then must be blameless, the husband of one wife, vigilant, sober, of good behaviour, given to hospitality, apt to teach;	379
Paul	Not given to wine, no striker, not greedy of filthy lucre; but patient, not a brawler, not covetous;	380
Paul	One that ruleth well his own house, having his children in subjection with all gravity;	381
Paul	(For if a man know not how to rule his own house, how shall he take care of the church of God?)	382
Paul	Not a novice, lest being lifted up with pride he fall into the condemnation of the devil.	383
Paul	Moreover he must have a good report of them which are without; lest he fall into reproach and the snare of the devil.	384
Paul	Likewise [must] the deacons [be] grave, not doubletongued, not given to much wine, not greedy of filthy lucre;	385
Paul	Holding the mystery of the faith in a pure conscience.	386
Paul	And let these also first be proved; then let them use the office of a deacon, being [found] blameless.	387
Paul	Even so [must their] wives [be] grave, not slanderers, sober, faithful in all things.	388
Paul	Let the deacons be the husbands of one wife, ruling their children and their own houses well.	389
Paul	For they that have used the office of a deacon well purchase to themselves a good degree, and great boldness in the faith which is in Christ Jesus.	390
Paul	These things write I unto thee, hoping to come unto thee shortly:	391
Paul	But if I tarry long, that thou mayest know how thou oughtest to behave thyself in the house of God, which is the church of the living God, the pillar and ground of the truth.	392
Paul	And without controversy great is the mystery of godliness: God was manifest in the flesh, justified in the Spirit, seen of angels, preached unto the Gentiles, believed on in the world, received up into glory.	393
Paul	Now the Spirit speaketh expressly, that in the latter times some shall depart from the faith, giving heed to seducing spirits, and doctrines of devils;	394
Paul	Speaking lies in hypocrisy; having their conscience seared with a hot iron;	395
Paul	Forbidding to marry, [and commanding] to abstain from meats, which God hath created to be received with thanksgiving of them which believe and know the truth.	396
Paul	For every creature of God [is] good, and nothing to be refused, if it be received with thanksgiving:	397
Paul	For it is sanctified by the word of God and prayer.	398
Paul	If thou put the brethren in remembrance of these things, thou shalt be a good minister of Jesus Christ, nourished up in the words of faith and of good doctrine, whereunto thou hast attained.	399
Paul	But refuse profane and old wives’ fables, and exercise thyself [rather] unto godliness.	400
Paul	For bodily exercise profiteth little: but godliness is profitable unto all things, having promise of the life that now is, and of that which is to come.	401
Paul	This [is] a faithful saying and worthy of all acceptation.	402
Paul	For therefore we both labour and suffer reproach, because we trust in the living God, who is the Saviour of all men, specially of those that believe.	403
Paul	These things command and teach.	404
Paul	Let no man despise thy youth; but be thou an example of the believers, in word, in conversation, in charity, in spirit, in faith, in purity.	405
Paul	Till I come, give attendance to reading, to exhortation, to doctrine.	406
Paul	Neglect not the gift that is in thee, which was given thee by prophecy, with the laying on of the hands of the presbytery.	407
Paul	Meditate upon these things; give thyself wholly to them; that thy profiting may appear to all.	408
Paul	Take heed unto thyself, and unto the doctrine; continue in them: for in doing this thou shalt both save thyself, and them that hear thee.	409
Paul	Rebuke not an elder, but intreat [him] as a father; [and] the younger men as brethren;	410
Paul	The elder women as mothers; the younger as sisters, with all purity.	411
Paul	Honour widows that are widows indeed.	412
Paul	But if any widow have children or nephews, let them learn first to shew piety at home, and to requite their parents: for that is good and acceptable before God.	413
Paul	Now she that is a widow indeed, and desolate, trusteth in God, and continueth in supplications and prayers night and day.	414
Paul	But she that liveth in pleasure is dead while she liveth.	415
Paul	And these things give in charge, that they may be blameless.	416
Paul	But if any provide not for his own, and specially for those of his own house, he hath denied the faith, and is worse than an infidel.	417
Paul	Let not a widow be taken into the number under threescore years old, having been the wife of one man,	418
Paul	Well reported of for good works; if she have brought up children, if she have lodged strangers, if she have washed the saints’ feet, if she have relieved the afflicted, if she have diligently followed every good work.	419
Paul	But the younger widows refuse: for when they have begun to wax wanton against Christ, they will marry;	420
Paul	Having damnation, because they have cast off their first faith.	421
Paul	And withal they learn [to be] idle, wandering about from house to house; and not only idle, but tattlers also and busybodies, speaking things which they ought not.	422
Paul	I will therefore that the younger women marry, bear children, guide the house, give none occasion to the adversary to speak reproachfully.	423
Paul	For some are already turned aside after Satan.	424
Paul	If any man or woman that believeth have widows, let them relieve them, and let not the church be charged; that it may relieve them that are widows indeed.	425
Paul	Let the elders that rule well be counted worthy of double honour, especially they who labour in the word and doctrine.	426
Paul	For the scripture saith, Thou shalt not muzzle the ox that treadeth out the corn.	427
Paul	And, The labourer [is] worthy of his reward.	428
Paul	Against an elder receive not an accusation, but before two or three witnesses.	429
Paul	Them that sin rebuke before all, that others also may fear.	430
Paul	I charge [thee] before God, and the Lord Jesus Christ, and the elect angels, that thou observe these things without preferring one before another, doing nothing by partiality.	431
Paul	Lay hands suddenly on no man, neither be partaker of other men’s sins: keep thyself pure.	432
Paul	Drink no longer water, but use a little wine for thy stomach’s sake and thine often infirmities.	433
Paul	Some men’s sins are open beforehand, going before to judgment; and some [men] they follow after.	434
Paul	Likewise also the good works [of some] are manifest beforehand; and they that are otherwise cannot be hid.	435
Paul	Let as many servants as are under the yoke count their own masters worthy of all honour, that the name of God and [his] doctrine be not blasphemed.	436
Paul	And they that have believing masters, let them not despise [them], because they are brethren; but rather do [them] service, because they are faithful and beloved, partakers of the benefit.	437
Paul	These things teach and exhort.	438
Paul	If any man teach otherwise, and consent not to wholesome words, [even] the words of our Lord Jesus Christ, and to the doctrine which is according to godliness;	439
Paul	He is proud, knowing nothing, but doting about questions and strifes of words, whereof cometh envy, strife, railings, evil surmisings,	440
Paul	Perverse disputings of men of corrupt minds, and destitute of the truth, supposing that gain is godliness: from such withdraw thyself.	441
Paul	But godliness with contentment is great gain.	442
Paul	For we brought nothing into [this] world, [and it is] certain we can carry nothing out.	443
Paul	And having food and raiment let us be therewith content.	444
Paul	But they that will be rich fall into temptation and a snare, and [into] many foolish and hurtful lusts, which drown men in destruction and perdition.	445
Paul	For the love of money is the root of all evil: which while some coveted after, they have erred from the faith, and pierced themselves through with many sorrows.	446
Paul	But thou, O man of God, flee these things; and follow after righteousness, godliness, faith, love, patience, meekness.	447
Paul	Fight the good fight of faith, lay hold on eternal life, whereunto thou art also called, and hast professed a good profession before many witnesses.	448
Paul	I give thee charge in the sight of God, who quickeneth all things, and [before] Christ Jesus, who before Pontius Pilate witnessed a good confession;	449
Paul	That thou keep [this] commandment without spot, unrebukeable, until the appearing of our Lord Jesus Christ:	450
Paul	Which in his times he shall shew, [who is] the blessed and only Potentate, the King of kings, and Lord of lords;	451
Paul	Who only hath immortality, dwelling in the light which no man can approach unto; whom no man hath seen, nor can see: to whom [be] honour and power everlasting.	452
Paul	Amen.	453
Paul	Charge them that are rich in this world, that they be not highminded, nor trust in uncertain riches, but in the living God, who giveth us richly all things to enjoy;	454
Paul	That they do good, that they be rich in good works, ready to distribute, willing to communicate;	455
Paul	Laying up in store for themselves a good foundation against the time to come, that they may lay hold on eternal life.	456
Paul	O Timothy, keep that which is committed to thy trust, avoiding profane [and] vain babblings, and oppositions of science falsely so called:	457
Paul	Which some professing have erred concerning the faith.	458
Paul	Grace [be] with thee.	459
Paul	Amen.	460
Paul	Paul, an apostle of Jesus Christ by the will of God, according to the promise of life which is in Christ Jesus,	461
Paul	To Timothy, [my] dearly beloved son: Grace, mercy, [and] peace, from God the Father and Christ Jesus our Lord.	462
Paul	I thank God, whom I serve from [my] forefathers with pure conscience, that without ceasing I have remembrance of thee in my prayers night and day;	463
Paul	Greatly desiring to see thee, being mindful of thy tears, that I may be filled with joy;	464
Paul	When I call to remembrance the unfeigned faith that is in thee, which dwelt first in thy grandmother Lois, and thy mother Eunice; and I am persuaded that in thee also.	465
Paul	Wherefore I put thee in remembrance that thou stir up the gift of God, which is in thee by the putting on of my hands.	466
Paul	For God hath not given us the spirit of fear; but of power, and of love, and of a sound mind.	467
Paul	Be not thou therefore ashamed of the testimony of our Lord, nor of me his prisoner: but be thou partaker of the afflictions of the gospel according to the power of God;	468
Paul	Who hath saved us, and called [us] with an holy calling, not according to our works, but according to his own purpose and grace, which was given us in Christ Jesus before the world began,	469
Paul	But is now made manifest by the appearing of our Saviour Jesus Christ, who hath abolished death, and hath brought life and immortality to light through the gospel:	470
Paul	Whereunto I am appointed a preacher, and an apostle, and a teacher of the Gentiles.	471
Paul	For the which cause I also suffer these things: nevertheless I am not ashamed: for I know whom I have believed, and am persuaded that he is able to keep that which I have committed unto him against that day.	472
Paul	Hold fast the form of sound words, which thou hast heard of me, in faith and love which is in Christ Jesus.	473
Paul	That good thing which was committed unto thee keep by the Holy Ghost which dwelleth in us.	474
Paul	This thou knowest, that all they which are in Asia be turned away from me; of whom are Phygellus and Hermogenes.	475
Paul	The Lord give mercy unto the house of Onesiphorus; for he oft refreshed me, and was not ashamed of my chain:	476
Paul	But, when he was in Rome, he sought me out very diligently, and found [me].	477
Paul	The Lord grant unto him that he may find mercy of the Lord in that day: and in how many things he ministered unto me at Ephesus, thou knowest very well.	478
Paul	Thou therefore, my son, be strong in the grace that is in Christ Jesus.	479
Paul	And the things that thou hast heard of me among many witnesses, the same commit thou to faithful men, who shall be able to teach others also.	480
Paul	Thou therefore endure hardness, as a good soldier of Jesus Christ.	481
Paul	No man that warreth entangleth himself with the affairs of [this] life; that he may please him who hath chosen him to be a soldier.	482
Paul	And if a man also strive for masteries, [yet] is he not crowned, except he strive lawfully.	483
Paul	The husbandman that laboureth must be first partaker of the fruits.	484
Paul	Consider what I say; and the Lord give thee understanding in all things.	485
Paul	Remember that Jesus Christ of the seed of David was raised from the dead according to my gospel:	486
Paul	Wherein I suffer trouble, as an evil doer, [even] unto bonds; but the word of God is not bound.	487
Paul	Therefore I endure all things for the elect’s sakes, that they may also obtain the salvation which is in Christ Jesus with eternal glory.	488
Paul	[It is] a faithful saying: For if we be dead with [him], we shall also live with [him]:	489
Paul	If we suffer, we shall also reign with [him]: if we deny [him], he also will deny us:	490
Paul	If we believe not, [yet] he abideth faithful: he cannot deny himself.	491
Paul	Of these things put [them] in remembrance, charging [them] before the Lord that they strive not about words to no profit, [but] to the subverting of the hearers.	492
Paul	Study to shew thyself approved unto God, a workman that needeth not to be ashamed, rightly dividing the word of truth.	493
Paul	But shun profane [and] vain babblings: for they will increase unto more ungodliness.	494
Paul	And their word will eat as doth a canker: of whom is Hymenaeus and Philetus;	495
Paul	Who concerning the truth have erred, saying that the resurrection is past already; and overthrow the faith of some.	496
Paul	Nevertheless the foundation of God standeth sure, having this seal, The Lord knoweth them that are his.	497
Paul	And, Let every one that nameth the name of Christ depart from iniquity.	498
Paul	But in a great house there are not only vessels of gold and of silver, but also of wood and of earth; and some to honour, and some to dishonour.	499
Paul	If a man therefore purge himself from these, he shall be a vessel unto honour, sanctified, and meet for the master’s use, [and] prepared unto every good work.	500
Paul	Flee also youthful lusts: but follow righteousness, faith, charity, peace, with them that call on the Lord out of a pure heart.	501
Paul	But foolish and unlearned questions avoid, knowing that they do gender strifes.	502
Paul	And the servant of the Lord must not strive; but be gentle unto all [men], apt to teach, patient,	503
Paul	In meekness instructing those that oppose themselves; if God peradventure will give them repentance to the acknowledging of the truth;	504
Paul	And [that] they may recover themselves out of the snare of the devil, who are taken captive by him at his will.	505
Paul	This know also, that in the last days perilous times shall come.	506
Paul	For men shall be lovers of their own selves, covetous, boasters, proud, blasphemers, disobedient to parents, unthankful, unholy,	507
Paul	Without natural affection, trucebreakers, false accusers, incontinent, fierce, despisers of those that are good,	508
Paul	Traitors, heady, highminded, lovers of pleasures more than lovers of God;	509
Paul	Having a form of godliness, but denying the power thereof: from such turn away.	510
Paul	For of this sort are they which creep into houses, and lead captive silly women laden with sins, led away with divers lusts,	511
Paul	Ever learning, and never able to come to the knowledge of the truth.	512
Paul	Now as Jannes and Jambres withstood Moses, so do these also resist the truth: men of corrupt minds, reprobate concerning the faith.	513
Paul	But they shall proceed no further: for their folly shall be manifest unto all [men], as theirs also was.	514
Paul	But thou hast fully known my doctrine, manner of life, purpose, faith, longsuffering, charity, patience,	515
Paul	Persecutions, afflictions, which came unto me at Antioch, at Iconium, at Lystra; what persecutions I endured: but out of [them] all the Lord delivered me.	516
Paul	Yea, and all that will live godly in Christ Jesus shall suffer persecution.	517
Paul	But evil men and seducers shall wax worse and worse, deceiving, and being deceived.	518
Paul	But continue thou in the things which thou hast learned and hast been assured of, knowing of whom thou hast learned [them];	519
Paul	And that from a child thou hast known the holy scriptures, which are able to make thee wise unto salvation through faith which is in Christ Jesus.	520
Paul	All scripture [is] given by inspiration of God, and [is] profitable for doctrine, for reproof, for correction, for instruction in righteousness:	521
Paul	That the man of God may be perfect, throughly furnished unto all good works.	522
Paul	I charge [thee] therefore before God, and the Lord Jesus Christ, who shall judge the quick and the dead at his appearing and his kingdom;	523
Paul	Preach the word; be instant in season, out of season; reprove, rebuke, exhort with all longsuffering and doctrine.	524
Paul	For the time will come when they will not endure sound doctrine; but after their own lusts shall they heap to themselves teachers, having itching ears;	525
Paul	And they shall turn away [their] ears from the truth, and shall be turned unto fables.	526
Paul	But watch thou in all things, endure afflictions, do the work of an evangelist, make full proof of thy ministry.	527
Paul	For I am now ready to be offered, and the time of my departure is at hand.	528
Paul	I have fought a good fight, I have finished [my] course, I have kept the faith:	529
Paul	Henceforth there is laid up for me a crown of righteousness, which the Lord, the righteous judge, shall give me at that day: and not to me only, but unto all them also that love his appearing.	530
Paul	Do thy diligence to come shortly unto me:	531
Paul	For Demas hath forsaken me, having loved this present world, and is departed unto Thessalonica; Crescens to Galatia, Titus unto Dalmatia.	532
Paul	Only Luke is with me.	533
Paul	Take Mark, and bring him with thee: for he is profitable to me for the ministry.	534
Paul	And Tychicus have I sent to Ephesus.	535
Paul	The cloke that I left at Troas with Carpus, when thou comest, bring [with thee], and the books, [but] especially the parchments.	536
Paul	Alexander the coppersmith did me much evil: the Lord reward him according to his works:	537
Paul	Of whom be thou ware also; for he hath greatly withstood our words.	538
Paul	At my first answer no man stood with me, but all [men] forsook me: [I pray God] that it may not be laid to their charge.	539
Paul	Notwithstanding the Lord stood with me, and strengthened me; that by me the preaching might be fully known, and [that] all the Gentiles might hear: and I was delivered out of the mouth of the lion.	540
Paul	And the Lord shall deliver me from every evil work, and will preserve [me] unto his heavenly kingdom: to whom [be] glory for ever and ever.	541
Paul	Amen.	542
Paul	Salute Prisca and Aquila, and the household of Onesiphorus.	543
Paul	Erastus abode at Corinth: but Trophimus have I left at Miletum sick.	544
Paul	Do thy diligence to come before winter.	545
Paul	Eubulus greeteth thee, and Pudens, and Linus, and Claudia, and all the brethren.	546
Paul	The Lord Jesus Christ [be] with thy spirit.	547
Paul	Grace [be] with you.	548
Paul	Amen.	549
Paul	Paul, a servant of God, and an apostle of Jesus Christ, according to the faith of God’s elect, and the acknowledging of the truth which is after godliness;	550
Paul	In hope of eternal life, which God, that cannot lie, promised before the world began;	551
Paul	But hath in due times manifested his word through preaching, which is committed unto me according to the commandment of God our Saviour;	552
Paul	To Titus, [mine] own son after the common faith: Grace, mercy, [and] peace, from God the Father and the Lord Jesus Christ our Saviour.	553
Paul	For this cause left I thee in Crete, that thou shouldest set in order the things that are wanting, and ordain elders in every city, as I had appointed thee:	554
Paul	If any be blameless, the husband of one wife, having faithful children not accused of riot or unruly.	555
Paul	For a bishop must be blameless, as the steward of God; not selfwilled, not soon angry, not given to wine, no striker, not given to filthy lucre;	556
Paul	But a lover of hospitality, a lover of good men, sober, just, holy, temperate;	557
Paul	Holding fast the faithful word as he hath been taught, that he may be able by sound doctrine both to exhort and to convince the gainsayers.	558
Paul	For there are many unruly and vain talkers and deceivers, specially they of the circumcision:	559
Paul	Whose mouths must be stopped, who subvert whole houses, teaching things which they ought not, for filthy lucre’s sake.	560
Paul	One of themselves, [even] a prophet of their own, said, The Cretians [are] alway liars, evil beasts, slow bellies.	561
Paul	This witness is true.	562
Paul	Wherefore rebuke them sharply, that they may be sound in the faith;	563
Paul	Not giving heed to Jewish fables, and commandments of men, that turn from the truth.	564
Paul	Unto the pure all things [are] pure: but unto them that are defiled and unbelieving [is] nothing pure; but even their mind and conscience is defiled.	565
Paul	They profess that they know God; but in works they deny [him], being abominable, and disobedient, and unto every good work reprobate.	566
Paul	But speak thou the things which become sound doctrine:	567
Paul	That the aged men be sober, grave, temperate, sound in faith, in charity, in patience.	568
Paul	The aged women likewise, that [they be] in behaviour as becometh holiness, not false accusers, not given to much wine, teachers of good things;	569
Paul	That they may teach the young women to be sober, to love their husbands, to love their children,	570
Paul	[To be] discreet, chaste, keepers at home, good, obedient to their own husbands, that the word of God be not blasphemed.	571
Paul	Young men likewise exhort to be sober minded.	572
Paul	In all things shewing thyself a pattern of good works: in doctrine [shewing] uncorruptness, gravity, sincerity,	573
Paul	Sound speech, that cannot be condemned; that he that is of the contrary part may be ashamed, having no evil thing to say of you.	574
Paul	[Exhort] servants to be obedient unto their own masters, [and] to please [them] well in all [things]; not answering again;	575
Paul	Not purloining, but shewing all good fidelity; that they may adorn the doctrine of God our Saviour in all things.	576
Paul	For the grace of God that bringeth salvation hath appeared to all men,	577
Paul	Teaching us that, denying ungodliness and worldly lusts, we should live soberly, righteously, and godly, in this present world;	578
Paul	Looking for that blessed hope, and the glorious appearing of the great God and our Saviour Jesus Christ;	579
Paul	Who gave himself for us, that he might redeem us from all iniquity, and purify unto himself a peculiar people, zealous of good works.	580
Paul	These things speak, and exhort, and rebuke with all authority.	581
Paul	Let no man despise thee.	582
Paul	Put them in mind to be subject to principalities and powers, to obey magistrates, to be ready to every good work,	583
Paul	To speak evil of no man, to be no brawlers, [but] gentle, shewing all meekness unto all men.	584
Paul	For we ourselves also were sometimes foolish, disobedient, deceived, serving divers lusts and pleasures, living in malice and envy, hateful, [and] hating one another.	585
Paul	But after that the kindness and love of God our Saviour toward man appeared,	586
Paul	Not by works of righteousness which we have done, but according to his mercy he saved us, by the washing of regeneration, and renewing of the Holy Ghost;	587
Paul	Which he shed on us abundantly through Jesus Christ our Saviour;	588
Paul	That being justified by his grace, we should be made heirs according to the hope of eternal life.	589
Paul	[This is] a faithful saying, and these things I will that thou affirm constantly, that they which have believed in God might be careful to maintain good works.	590
Paul	These things are good and profitable unto men.	591
Paul	But avoid foolish questions, and genealogies, and contentions, and strivings about the law; for they are unprofitable and vain.	592
Paul	A man that is an heretick after the first and second admonition reject;	593
Paul	Knowing that he that is such is subverted, and sinneth, being condemned of himself.	594
Paul	When I shall send Artemas unto thee, or Tychicus, be diligent to come unto me to Nicopolis: for I have determined there to winter.	595
Paul	Bring Zenas the lawyer and Apollos on their journey diligently, that nothing be wanting unto them.	596
Paul	And let ours also learn to maintain good works for necessary uses, that they be not unfruitful.	597
Paul	All that are with me salute thee.	598
Paul	Greet them that love us in the faith.	599
Paul	Grace [be] with you all.	600
Paul	Amen.	601
Paul	God, who at sundry times and in divers manners spake in time past unto the fathers by the prophets,	602
Paul	Hath in these last days spoken unto us by [his] Son, whom he hath appointed heir of all things, by whom also he made the worlds;	603
Paul	Who being the brightness of [his] glory, and the express image of his person, and upholding all things by the word of his power, when he had by himself purged our sins, sat down on the right hand of the Majesty on high;	604
Paul	Being made so much better than the angels, as he hath by inheritance obtained a more excellent name than they.	605
Paul	For unto which of the angels said he at any time, Thou art my Son, this day have I begotten thee?	606
Paul	And again, I will be to him a Father, and he shall be to me a Son?	607
Paul	And again, when he bringeth in the firstbegotten into the world, he saith, And let all the angels of God worship him.	608
Paul	And of the angels he saith, Who maketh his angels spirits, and his ministers a flame of fire.	609
Paul	But unto the Son [he saith], Thy throne, O God, [is] for ever and ever: a sceptre of righteousness [is] the sceptre of thy kingdom.	610
Paul	Thou hast loved righteousness, and hated iniquity; therefore God, [even] thy God, hath anointed thee with the oil of gladness above thy fellows.	611
Paul	And, Thou, Lord, in the beginning hast laid the foundation of the earth; and the heavens are the works of thine hands:	612
Paul	They shall perish; but thou remainest; and they all shall wax old as doth a garment;	613
Paul	And as a vesture shalt thou fold them up, and they shall be changed: but thou art the same, and thy years shall not fail.	614
Paul	But to which of the angels said he at any time, Sit on my right hand, until I make thine enemies thy footstool?	615
Paul	Are they not all ministering spirits, sent forth to minister for them who shall be heirs of salvation?	616
Paul	Therefore we ought to give the more earnest heed to the things which we have heard, lest at any time we should let [them] slip.	617
Paul	For if the word spoken by angels was stedfast, and every transgression and disobedience received a just recompence of reward;	618
Paul	How shall we escape, if we neglect so great salvation; which at the first began to be spoken by the Lord, and was confirmed unto us by them that heard [him];	619
Paul	God also bearing [them] witness, both with signs and wonders, and with divers miracles, and gifts of the Holy Ghost, according to his own will?	620
Paul	For unto the angels hath he not put in subjection the world to come, whereof we speak.	621
Paul	But one in a certain place testified, saying, What is man, that thou art mindful of him?	622
Paul	or the son of man, that thou visitest him?	623
Paul	Thou madest him a little lower than the angels; thou crownedst him with glory and honour, and didst set him over the works of thy hands:	624
Paul	Thou hast put all things in subjection under his feet.	625
Paul	For in that he put all in subjection under him, he left nothing [that is] not put under him.	626
Paul	But now we see not yet all things put under him.	627
Paul	But we see Jesus, who was made a little lower than the angels for the suffering of death, crowned with glory and honour; that he by the grace of God should taste death for every man.	628
Paul	For it became him, for whom [are] all things, and by whom [are] all things, in bringing many sons unto glory, to make the captain of their salvation perfect through sufferings.	629
Paul	For both he that sanctifieth and they who are sanctified [are] all of one: for which cause he is not ashamed to call them brethren,	630
Paul	Saying, I will declare thy name unto my brethren, in the midst of the church will I sing praise unto thee.	631
Paul	And again, I will put my trust in him.	632
Paul	And again, Behold I and the children which God hath given me.	633
Paul	Forasmuch then as the children are partakers of flesh and blood, he also himself likewise took part of the same; that through death he might destroy him that had the power of death, that is, the devil;	634
Paul	And deliver them who through fear of death were all their lifetime subject to bondage.	635
Paul	For verily he took not on [him the nature of] angels; but he took on [him] the seed of Abraham.	636
Paul	Wherefore in all things it behoved him to be made like unto [his] brethren, that he might be a merciful and faithful high priest in things [pertaining] to God, to make reconciliation for the sins of the people.	637
Paul	For in that he himself hath suffered being tempted, he is able to succour them that are tempted.	638
Paul	Wherefore, holy brethren, partakers of the heavenly calling, consider the Apostle and High Priest of our profession, Christ Jesus;	639
Paul	Who was faithful to him that appointed him, as also Moses [was faithful] in all his house.	640
Paul	For this [man] was counted worthy of more glory than Moses, inasmuch as he who hath builded the house hath more honour than the house.	641
Paul	For every house is builded by some [man]; but he that built all things [is] God.	642
Paul	And Moses verily [was] faithful in all his house, as a servant, for a testimony of those things which were to be spoken after;	643
Paul	But Christ as a son over his own house; whose house are we, if we hold fast the confidence and the rejoicing of the hope firm unto the end.	644
Paul	Wherefore (as the Holy Ghost saith, To day if ye will hear his voice,	645
Paul	Harden not your hearts, as in the provocation, in the day of temptation in the wilderness:	646
Paul	When your fathers tempted me, proved me, and saw my works forty years.	647
Paul	Wherefore I was grieved with that generation, and said, They do alway err in [their] heart; and they have not known my ways.	648
Paul	So I sware in my wrath, They shall not enter into my rest.)	649
Paul	Take heed, brethren, lest there be in any of you an evil heart of unbelief, in departing from the living God.	650
Paul	But exhort one another daily, while it is called To day; lest any of you be hardened through the deceitfulness of sin.	651
Paul	For we are made partakers of Christ, if we hold the beginning of our confidence stedfast unto the end;	652
Paul	While it is said, To day if ye will hear his voice, harden not your hearts, as in the provocation.	653
Paul	For some, when they had heard, did provoke: howbeit not all that came out of Egypt by Moses.	654
Paul	But with whom was he grieved forty years?	655
Paul	[was it] not with them that had sinned, whose carcases fell in the wilderness?	656
Paul	And to whom sware he that they should not enter into his rest, but to them that believed not?	657
Paul	So we see that they could not enter in because of unbelief.	658
Paul	Let us therefore fear, lest, a promise being left [us] of entering into his rest, any of you should seem to come short of it.	659
Paul	For unto us was the gospel preached, as well as unto them: but the word preached did not profit them, not being mixed with faith in them that heard [it].	660
Paul	For we which have believed do enter into rest, as he said, As I have sworn in my wrath, if they shall enter into my rest: although the works were finished from the foundation of the world.	661
Paul	For he spake in a certain place of the seventh [day] on this wise, And God did rest the seventh day from all his works.	662
Paul	And in this [place] again, If they shall enter into my rest.	663
Paul	Seeing therefore it remaineth that some must enter therein, and they to whom it was first preached entered not in because of unbelief:	664
Paul	Again, he limiteth a certain day, saying in David, To day, after so long a time; as it is said, To day if ye will hear his voice, harden not your hearts.	665
Paul	For if Jesus had given them rest, then would he not afterward have spoken of another day.	666
Paul	There remaineth therefore a rest to the people of God.	667
Paul	For he that is entered into his rest, he also hath ceased from his own works, as God [did] from his.	668
Paul	Let us labour therefore to enter into that rest, lest any man fall after the same example of unbelief.	669
Paul	For the word of God [is] quick, and powerful, and sharper than any twoedged sword, piercing even to the dividing asunder of soul and spirit, and of the joints and marrow, and [is] a discerner of the thoughts and intents of the heart.	670
