Author	Sentence
Luke	Now while Paul waited for them at Athens, his spirit was stirred in him, when he saw the city wholly given to idolatry.
Luke	Therefore disputed he in the synagogue with the Jews, and with the devout persons, and in the market daily with them that met with him.
Luke	Then certain philosophers of the Epicureans, and of the Stoicks, encountered him.
Luke	And some said, What will this babbler say?
Luke	other some, He seemeth to be a setter forth of strange gods: because he preached unto them Jesus, and the resurrection.
Luke	And they took him, and brought him unto Areopagus, saying, May we know what this new doctrine, whereof thou speakest, [is]?
Luke	For thou bringest certain strange things to our ears: we would know therefore what these things mean.
Luke	(For all the Athenians and strangers which were there spent their time in nothing else, but either to tell, or to hear some new thing.)
Luke	Then Paul stood in the midst of Mars’ hill, and said, [Ye] men of Athens, I perceive that in all things ye are too superstitious.
Luke	For as I passed by, and beheld your devotions, I found an altar with this inscription, TO THE UNKNOWN GOD.
Luke	Whom therefore ye ignorantly worship, him declare I unto you.
Luke	God that made the world and all things therein, seeing that he is Lord of heaven and earth, dwelleth not in temples made with hands;
Luke	Neither is worshipped with men’s hands, as though he needed any thing, seeing he giveth to all life, and breath, and all things;
Luke	And hath made of one blood all nations of men for to dwell on all the face of the earth, and hath determined the times before appointed, and the bounds of their habitation;
Luke	That they should seek the Lord, if haply they might feel after him, and find him, though he be not far from every one of us:
Luke	For in him we live, and move, and have our being; as certain also of your own poets have said, For we are also his offspring.
Luke	Forasmuch then as we are the offspring of God, we ought not to think that the Godhead is like unto gold, or silver, or stone, graven by art and man’s device.
Luke	And the times of this ignorance God winked at; but now commandeth all men every where to repent:
Luke	Because he hath appointed a day, in the which he will judge the world in righteousness by [that] man whom he hath ordained; [whereof] he hath given assurance unto all [men], in that he hath raised him from the dead.
Luke	And when they heard of the resurrection of the dead, some mocked: and others said, We will hear thee again of this [matter].
Luke	So Paul departed from among them.
Luke	Howbeit certain men clave unto him, and believed: among the which [was] Dionysius the Areopagite, and a woman named Damaris, and others with them.
Luke	After these things Paul departed from Athens, and came to Corinth;
Luke	And found a certain Jew named Aquila, born in Pontus, lately come from Italy, with his wife Priscilla; (because that Claudius had commanded all Jews to depart from Rome:) and came unto them.
Luke	And because he was of the same craft, he abode with them, and wrought: for by their occupation they were tentmakers.
Luke	And he reasoned in the synagogue every sabbath, and persuaded the Jews and the Greeks.
Luke	And when Silas and Timotheus were come from Macedonia, Paul was pressed in the spirit, and testified to the Jews [that] Jesus [was] Christ.
Luke	And when they opposed themselves, and blasphemed, he shook [his] raiment, and said unto them, Your blood [be] upon your own heads; I [am] clean: from henceforth I will go unto the Gentiles.
Luke	And he departed thence, and entered into a certain [man’s] house, named Justus, [one] that worshipped God, whose house joined hard to the synagogue.
Luke	And Crispus, the chief ruler of the synagogue, believed on the Lord with all his house; and many of the Corinthians hearing believed, and were baptized.
Luke	Then spake the Lord to Paul in the night by a vision, Be not afraid, but speak, and hold not thy peace:
Luke	For I am with thee, and no man shall set on thee to hurt thee: for I have much people in this city.
Luke	And he continued [there] a year and six months, teaching the word of God among them.
Luke	And when Gallio was the deputy of Achaia, the Jews made insurrection with one accord against Paul, and brought him to the judgment seat,
Luke	Saying, This [fellow] persuadeth men to worship God contrary to the law.
Luke	And when Paul was now about to open [his] mouth, Gallio said unto the Jews, If it were a matter of wrong or wicked lewdness, O [ye] Jews, reason would that I should bear with you:
Luke	But if it be a question of words and names, and [of] your law, look ye [to it]; for I will be no judge of such [matters].
Luke	And he drave them from the judgment seat.
Luke	Then all the Greeks took Sosthenes, the chief ruler of the synagogue, and beat [him] before the judgment seat.
Luke	And Gallio cared for none of those things.
Luke	And Paul [after this] tarried [there] yet a good while, and then took his leave of the brethren, and sailed thence into Syria, and with him Priscilla and Aquila; having shorn [his] head in Cenchrea: for he had a vow.
Luke	And he came to Ephesus, and left them there: but he himself entered into the synagogue, and reasoned with the Jews.
Luke	When they desired [him] to tarry longer time with them, he consented not;
Luke	But bade them farewell, saying, I must by all means keep this feast that cometh in Jerusalem: but I will return again unto you, if God will.
Luke	And he sailed from Ephesus.
Luke	And when he had landed at Caesarea, and gone up, and saluted the church, he went down to Antioch.
Luke	And after he had spent some time [there], he departed, and went over [all] the country of Galatia and Phrygia in order, strengthening all the disciples.
Luke	And a certain Jew named Apollos, born at Alexandria, an eloquent man, [and] mighty in the scriptures, came to Ephesus.
Luke	This man was instructed in the way of the Lord; and being fervent in the spirit, he spake and taught diligently the things of the Lord, knowing only the baptism of John.
Luke	And he began to speak boldly in the synagogue: whom when Aquila and Priscilla had heard, they took him unto [them], and expounded unto him the way of God more perfectly.
Luke	And when he was disposed to pass into Achaia, the brethren wrote, exhorting the disciples to receive him: who, when he was come, helped them much which had believed through grace:
Luke	For he mightily convinced the Jews, [and that] publickly, shewing by the scriptures that Jesus was Christ.
Luke	And it came to pass, that, while Apollos was at Corinth, Paul having passed through the upper coasts came to Ephesus: and finding certain disciples,
Luke	He said unto them, Have ye received the Holy Ghost since ye believed?
Luke	And they said unto him, We have not so much as heard whether there be any Holy Ghost.
Luke	And he said unto them, Unto what then were ye baptized?
Luke	And they said, Unto John’s baptism.
Luke	Then said Paul, John verily baptized with the baptism of repentance, saying unto the people, that they should believe on him which should come after him, that is, on Christ Jesus.
Luke	When they heard [this], they were baptized in the name of the Lord Jesus.
Luke	And when Paul had laid [his] hands upon them, the Holy Ghost came on them; and they spake with tongues, and prophesied.
Luke	And all the men were about twelve.
Luke	And he went into the synagogue, and spake boldly for the space of three months, disputing and persuading the things concerning the kingdom of God.
Luke	But when divers were hardened, and believed not, but spake evil of that way before the multitude, he departed from them, and separated the disciples, disputing daily in the school of one Tyrannus.
Luke	And this continued by the space of two years; so that all they which dwelt in Asia heard the word of the Lord Jesus, both Jews and Greeks.
Luke	And God wrought special miracles by the hands of Paul:
Luke	So that from his body were brought unto the sick handkerchiefs or aprons, and the diseases departed from them, and the evil spirits went out of them.
Luke	Then certain of the vagabond Jews, exorcists, took upon them to call over them which had evil spirits the name of the Lord Jesus, saying, We adjure you by Jesus whom Paul preacheth.
Luke	And there were seven sons of [one] Sceva, a Jew, [and] chief of the priests, which did so.
Luke	And the evil spirit answered and said, Jesus I know, and Paul I know; but who are ye?
Luke	And the man in whom the evil spirit was leaped on them, and overcame them, and prevailed against them, so that they fled out of that house naked and wounded.
Luke	And this was known to all the Jews and Greeks also dwelling at Ephesus; and fear fell on them all, and the name of the Lord Jesus was magnified.
Luke	And many that believed came, and confessed, and shewed their deeds.
Luke	Many of them also which used curious arts brought their books together, and burned them before all [men]: and they counted the price of them, and found [it] fifty thousand [pieces] of silver.
Luke	So mightily grew the word of God and prevailed.
Luke	After these things were ended, Paul purposed in the spirit, when he had passed through Macedonia and Achaia, to go to Jerusalem, saying, After I have been there, I must also see Rome.
Luke	So he sent into Macedonia two of them that ministered unto him, Timotheus and Erastus; but he himself stayed in Asia for a season.
Luke	And the same time there arose no small stir about that way.
Luke	For a certain [man] named Demetrius, a silversmith, which made silver shrines for Diana, brought no small gain unto the craftsmen;
Luke	Whom he called together with the workmen of like occupation, and said, Sirs, ye know that by this craft we have our wealth.
Luke	Moreover ye see and hear, that not alone at Ephesus, but almost throughout all Asia, this Paul hath persuaded and turned away much people, saying that they be no gods, which are made with hands:
Luke	So that not only this our craft is in danger to be set at nought; but also that the temple of the great goddess Diana should be despised, and her magnificence should be destroyed, whom all Asia and the world worshippeth.
Luke	And when they heard [these sayings], they were full of wrath, and cried out, saying, Great [is] Diana of the Ephesians.
Luke	And the whole city was filled with confusion: and having caught Gaius and Aristarchus, men of Macedonia, Paul’s companions in travel, they rushed with one accord into the theatre.
Luke	And when Paul would have entered in unto the people, the disciples suffered him not.
Luke	And certain of the chief of Asia, which were his friends, sent unto him, desiring [him] that he would not adventure himself into the theatre.
Luke	Some therefore cried one thing, and some another: for the assembly was confused; and the more part knew not wherefore they were come together.
Luke	And they drew Alexander out of the multitude, the Jews putting him forward.
Luke	And Alexander beckoned with the hand, and would have made his defence unto the people.
Luke	But when they knew that he was a Jew, all with one voice about the space of two hours cried out, Great [is] Diana of the Ephesians.
Luke	And when the townclerk had appeased the people, he said, [Ye] men of Ephesus, what man is there that knoweth not how that the city of the Ephesians is a worshipper of the great goddess Diana, and of the [image] which fell down from Jupiter?
Luke	Seeing then that these things cannot be spoken against, ye ought to be quiet, and to do nothing rashly.
Luke	For ye have brought hither these men, which are neither robbers of churches, nor yet blasphemers of your goddess.
Luke	Wherefore if Demetrius, and the craftsmen which are with him, have a matter against any man, the law is open, and there are deputies: let them implead one another.
Luke	But if ye inquire any thing concerning other matters, it shall be determined in a lawful assembly.
Luke	For we are in danger to be called in question for this day’s uproar, there being no cause whereby we may give an account of this concourse.
Luke	And when he had thus spoken, he dismissed the assembly.
Luke	And after the uproar was ceased, Paul called unto [him] the disciples, and embraced [them], and departed for to go into Macedonia.
Luke	And when he had gone over those parts, and had given them much exhortation, he came into Greece,
Luke	And [there] abode three months.
Luke	And when the Jews laid wait for him, as he was about to sail into Syria, he purposed to return through Macedonia.
Luke	And there accompanied him into Asia Sopater of Berea; and of the Thessalonians, Aristarchus and Secundus; and Gaius of Derbe, and Timotheus; and of Asia, Tychicus and Trophimus.
Luke	These going before tarried for us at Troas.
Luke	And we sailed away from Philippi after the days of unleavened bread, and came unto them to Troas in five days; where we abode seven days.
Luke	And upon the first [day] of the week, when the disciples came together to break bread, Paul preached unto them, ready to depart on the morrow; and continued his speech until midnight.
Luke	And there were many lights in the upper chamber, where they were gathered together.
Luke	And there sat in a window a certain young man named Eutychus, being fallen into a deep sleep: and as Paul was long preaching, he sunk down with sleep, and fell down from the third loft, and was taken up dead.
Luke	And Paul went down, and fell on him, and embracing [him] said, Trouble not yourselves; for his life is in him.
Luke	When he therefore was come up again, and had broken bread, and eaten, and talked a long while, even till break of day, so he departed.
Luke	And they brought the young man alive, and were not a little comforted.
Luke	And we went before to ship, and sailed unto Assos, there intending to take in Paul: for so had he appointed, minding himself to go afoot.
Luke	And when he met with us at Assos, we took him in, and came to Mitylene.
Luke	And we sailed thence, and came the next [day] over against Chios; and the next [day] we arrived at Samos, and tarried at Trogyllium; and the next [day] we came to Miletus.
Luke	For Paul had determined to sail by Ephesus, because he would not spend the time in Asia: for he hasted, if it were possible for him, to be at Jerusalem the day of Pentecost.
Luke	And from Miletus he sent to Ephesus, and called the elders of the church.
Luke	And when they were come to him, he said unto them, Ye know, from the first day that I came into Asia, after what manner I have been with you at all seasons,
Luke	Serving the Lord with all humility of mind, and with many tears, and temptations, which befell me by the lying in wait of the Jews:
Luke	[And] how I kept back nothing that was profitable [unto you], but have shewed you, and have taught you publickly, and from house to house,
Luke	Testifying both to the Jews, and also to the Greeks, repentance toward God, and faith toward our Lord Jesus Christ.
Luke	And now, behold, I go bound in the spirit unto Jerusalem, not knowing the things that shall befall me there:
Luke	Save that the Holy Ghost witnesseth in every city, saying that bonds and afflictions abide me.
Luke	But none of these things move me, neither count I my life dear unto myself, so that I might finish my course with joy, and the ministry, which I have received of the Lord Jesus, to testify the gospel of the grace of God.
Luke	And now, behold, I know that ye all, among whom I have gone preaching the kingdom of God, shall see my face no more.
Luke	Wherefore I take you to record this day, that I [am] pure from the blood of all [men].
Luke	For I have not shunned to declare unto you all the counsel of God.
Luke	Take heed therefore unto yourselves, and to all the flock, over the which the Holy Ghost hath made you overseers, to feed the church of God, which he hath purchased with his own blood.
Luke	For I know this, that after my departing shall grievous wolves enter in among you, not sparing the flock.
Luke	Also of your own selves shall men arise, speaking perverse things, to draw away disciples after them.
Luke	Therefore watch, and remember, that by the space of three years I ceased not to warn every one night and day with tears.
Luke	And now, brethren, I commend you to God, and to the word of his grace, which is able to build you up, and to give you an inheritance among all them which are sanctified.
Luke	I have coveted no man’s silver, or gold, or apparel.
Luke	Yea, ye yourselves know, that these hands have ministered unto my necessities, and to them that were with me.
Luke	I have shewed you all things, how that so labouring ye ought to support the weak, and to remember the words of the Lord Jesus, how he said, It is more blessed to give than to receive.
Luke	And when he had thus spoken, he kneeled down, and prayed with them all.
Luke	And they all wept sore, and fell on Paul’s neck, and kissed him,
Luke	Sorrowing most of all for the words which he spake, that they should see his face no more.
Luke	And they accompanied him unto the ship.
Luke	And it came to pass, that after we were gotten from them, and had launched, we came with a straight course unto Coos, and the [day] following unto Rhodes, and from thence unto Patara:
Luke	And finding a ship sailing over unto Phenicia, we went aboard, and set forth.
Luke	Now when we had discovered Cyprus, we left it on the left hand, and sailed into Syria, and landed at Tyre: for there the ship was to unlade her burden.
Luke	And finding disciples, we tarried there seven days: who said to Paul through the Spirit, that he should not go up to Jerusalem.
Luke	And when we had accomplished those days, we departed and went our way; and they all brought us on our way, with wives and children, till [we were] out of the city: and we kneeled down on the shore, and prayed.
Luke	And when we had taken our leave one of another, we took ship; and they returned home again.
Luke	And when we had finished [our] course from Tyre, we came to Ptolemais, and saluted the brethren, and abode with them one day.
Luke	And the next [day] we that were of Paul’s company departed, and came unto Caesarea: and we entered into the house of Philip the evangelist, which was [one] of the seven; and abode with him.
Luke	And the same man had four daughters, virgins, which did prophesy.
Luke	And as we tarried [there] many days, there came down from Judaea a certain prophet, named Agabus.
Luke	And when he was come unto us, he took Paul’s girdle, and bound his own hands and feet, and said, Thus saith the Holy Ghost, So shall the Jews at Jerusalem bind the man that owneth this girdle, and shall deliver [him] into the hands of the Gentiles.
Luke	And when we heard these things, both we, and they of that place, besought him not to go up to Jerusalem.
Luke	Then Paul answered, What mean ye to weep and to break mine heart?
Luke	for I am ready not to be bound only, but also to die at Jerusalem for the name of the Lord Jesus.
Luke	And when he would not be persuaded, we ceased, saying, The will of the Lord be done.
Luke	And after those days we took up our carriages, and went up to Jerusalem.
Luke	There went with us also [certain] of the disciples of Caesarea, and brought with them one Mnason of Cyprus, an old disciple, with whom we should lodge.
Luke	And when we were come to Jerusalem, the brethren received us gladly.
Luke	And the [day] following Paul went in with us unto James; and all the elders were present.
Luke	And when he had saluted them, he declared particularly what things God had wrought among the Gentiles by his ministry.
Luke	And when they heard [it], they glorified the Lord, and said unto him, Thou seest, brother, how many thousands of Jews there are which believe; and they are all zealous of the law:
Luke	And they are informed of thee, that thou teachest all the Jews which are among the Gentiles to forsake Moses, saying that they ought not to circumcise [their] children, neither to walk after the customs.
Luke	What is it therefore?
Luke	the multitude must needs come together: for they will hear that thou art come.
Luke	Do therefore this that we say to thee: We have four men which have a vow on them;
Luke	Them take, and purify thyself with them, and be at charges with them, that they may shave [their] heads: and all may know that those things, whereof they were informed concerning thee, are nothing; but [that] thou thyself also walkest orderly, and keepest the law.
Luke	As touching the Gentiles which believe, we have written [and] concluded that they observe no such thing, save only that they keep themselves from [things] offered to idols, and from blood, and from strangled, and from fornication.
Luke	Then Paul took the men, and the next day purifying himself with them entered into the temple, to signify the accomplishment of the days of purification, until that an offering should be offered for every one of them.
Luke	And when the seven days were almost ended, the Jews which were of Asia, when they saw him in the temple, stirred up all the people, and laid hands on him,
Luke	Crying out, Men of Israel, help: This is the man, that teacheth all [men] every where against the people, and the law, and this place: and further brought Greeks also into the temple, and hath polluted this holy place.
Luke	(For they had seen before with him in the city Trophimus an Ephesian, whom they supposed that Paul had brought into the temple.)
Luke	And all the city was moved, and the people ran together: and they took Paul, and drew him out of the temple: and forthwith the doors were shut.
Luke	And as they went about to kill him, tidings came unto the chief captain of the band, that all Jerusalem was in an uproar.
Luke	Who immediately took soldiers and centurions, and ran down unto them: and when they saw the chief captain and the soldiers, they left beating of Paul.
Luke	Then the chief captain came near, and took him, and commanded [him] to be bound with two chains; and demanded who he was, and what he had done.
Luke	And some cried one thing, some another, among the multitude: and when he could not know the certainty for the tumult, he commanded him to be carried into the castle.
Luke	And when he came upon the stairs, so it was, that he was borne of the soldiers for the violence of the people.
Luke	For the multitude of the people followed after, crying, Away with him.
Luke	And as Paul was to be led into the castle, he said unto the chief captain, May I speak unto thee?
Luke	Who said, Canst thou speak Greek?
Luke	Art not thou that Egyptian, which before these days madest an uproar, and leddest out into the wilderness four thousand men that were murderers?
Luke	But Paul said, I am a man [which am] a Jew of Tarsus, [a city] in Cilicia, a citizen of no mean city: and, I beseech thee, suffer me to speak unto the people.
Luke	And when he had given him licence, Paul stood on the stairs, and beckoned with the hand unto the people.
Luke	And when there was made a great silence, he spake unto [them] in the Hebrew tongue, saying,
Luke	Men, brethren, and fathers, hear ye my defence [which I make] now unto you.
Luke	(And when they heard that he spake in the Hebrew tongue to them, they kept the more silence: and he saith,)
Luke	I am verily a man [which am] a Jew, born in Tarsus, [a city] in Cilicia, yet brought up in this city at the feet of Gamaliel, [and] taught according to the perfect manner of the law of the fathers, and was zealous toward God, as ye all are this day.
Luke	And I persecuted this way unto the death, binding and delivering into prisons both men and women.
Luke	As also the high priest doth bear me witness, and all the estate of the elders: from whom also I received letters unto the brethren, and went to Damascus, to bring them which were there bound unto Jerusalem, for to be punished.
Luke	And it came to pass, that, as I made my journey, and was come nigh unto Damascus about noon, suddenly there shone from heaven a great light round about me.
Luke	And I fell unto the ground, and heard a voice saying unto me, Saul, Saul, why persecutest thou me?
Luke	And I answered, Who art thou, Lord?
Luke	And he said unto me, I am Jesus of Nazareth, whom thou persecutest.
Luke	And they that were with me saw indeed the light, and were afraid; but they heard not the voice of him that spake to me.
Luke	And I said, What shall I do, Lord?
Luke	And the Lord said unto me, Arise, and go into Damascus; and there it shall be told thee of all things which are appointed for thee to do.
Luke	And when I could not see for the glory of that light, being led by the hand of them that were with me, I came into Damascus.
Luke	And one Ananias, a devout man according to the law, having a good report of all the Jews which dwelt [there],
Luke	Came unto me, and stood, and said unto me, Brother Saul, receive thy sight.
Luke	And the same hour I looked up upon him.
Luke	And he said, The God of our fathers hath chosen thee, that thou shouldest know his will, and see that Just One, and shouldest hear the voice of his mouth.
Luke	For thou shalt be his witness unto all men of what thou hast seen and heard.
Luke	And now why tarriest thou?
Luke	arise, and be baptized, and wash away thy sins, calling on the name of the Lord.
Luke	And it came to pass, that, when I was come again to Jerusalem, even while I prayed in the temple, I was in a trance;
Luke	And saw him saying unto me, Make haste, and get thee quickly out of Jerusalem: for they will not receive thy testimony concerning me.
Luke	And I said, Lord, they know that I imprisoned and beat in every synagogue them that believed on thee:
Luke	And when the blood of thy martyr Stephen was shed, I also was standing by, and consenting unto his death, and kept the raiment of them that slew him.
Luke	And he said unto me, Depart: for I will send thee far hence unto the Gentiles.
Luke	And they gave him audience unto this word, and [then] lifted up their voices, and said, Away with such a [fellow] from the earth: for it is not fit that he should live.
Luke	And as they cried out, and cast off [their] clothes, and threw dust into the air,
Luke	The chief captain commanded him to be brought into the castle, and bade that he should be examined by scourging; that he might know wherefore they cried so against him.
Luke	And as they bound him with thongs, Paul said unto the centurion that stood by, Is it lawful for you to scourge a man that is a Roman, and uncondemned?
Luke	When the centurion heard [that], he went and told the chief captain, saying, Take heed what thou doest: for this man is a Roman.
Luke	Then the chief captain came, and said unto him, Tell me, art thou a Roman?
Luke	He said, Yea.
Luke	And the chief captain answered, With a great sum obtained I this freedom.
Luke	And Paul said, But I was [free] born.
Luke	Then straightway they departed from him which should have examined him: and the chief captain also was afraid, after he knew that he was a Roman, and because he had bound him.
Luke	On the morrow, because he would have known the certainty wherefore he was accused of the Jews, he loosed him from [his] bands, and commanded the chief priests and all their council to appear, and brought Paul down, and set him before them.
Luke	And Paul, earnestly beholding the council, said, Men [and] brethren, I have lived in all good conscience before God until this day.
Luke	And the high priest Ananias commanded them that stood by him to smite him on the mouth.
Luke	Then said Paul unto him, God shall smite thee, [thou] whited wall: for sittest thou to judge me after the law, and commandest me to be smitten contrary to the law?
Luke	And they that stood by said, Revilest thou God’s high priest?
Luke	Then said Paul, I wist not, brethren, that he was the high priest: for it is written, Thou shalt not speak evil of the ruler of thy people.
Luke	But when Paul perceived that the one part were Sadducees, and the other Pharisees, he cried out in the council, Men [and] brethren, I am a Pharisee, the son of a Pharisee: of the hope and resurrection of the dead I am called in question.
Luke	And when he had so said, there arose a dissension between the Pharisees and the Sadducees: and the multitude was divided.
Luke	For the Sadducees say that there is no resurrection, neither angel, nor spirit: but the Pharisees confess both.
Luke	And there arose a great cry: and the scribes [that were] of the Pharisees’ part arose, and strove, saying, We find no evil in this man: but if a spirit or an angel hath spoken to him, let us not fight against God.
Luke	And when there arose a great dissension, the chief captain, fearing lest Paul should have been pulled in pieces of them, commanded the soldiers to go down, and to take him by force from among them, and to bring [him] into the castle.
Luke	And the night following the Lord stood by him, and said, Be of good cheer, Paul: for as thou hast testified of me in Jerusalem, so must thou bear witness also at Rome.
Luke	And when it was day, certain of the Jews banded together, and bound themselves under a curse, saying that they would neither eat nor drink till they had killed Paul.
Luke	And they were more than forty which had made this conspiracy.
Luke	And they came to the chief priests and elders, and said, We have bound ourselves under a great curse, that we will eat nothing until we have slain Paul.
Luke	Now therefore ye with the council signify to the chief captain that he bring him down unto you to morrow, as though ye would inquire something more perfectly concerning him: and we, or ever he come near, are ready to kill him.
Luke	And when Paul’s sister’s son heard of their lying in wait, he went and entered into the castle, and told Paul.
Luke	Then Paul called one of the centurions unto [him], and said, Bring this young man unto the chief captain: for he hath a certain thing to tell him.
Luke	So he took him, and brought [him] to the chief captain, and said, Paul the prisoner called me unto [him], and prayed me to bring this young man unto thee, who hath something to say unto thee.
Luke	Then the chief captain took him by the hand, and went [with him] aside privately, and asked [him], What is that thou hast to tell me?
Luke	And he said, The Jews have agreed to desire thee that thou wouldest bring down Paul to morrow into the council, as though they would inquire somewhat of him more perfectly.
Luke	But do not thou yield unto them: for there lie in wait for him of them more than forty men, which have bound themselves with an oath, that they will neither eat nor drink till they have killed him: and now are they ready, looking for a promise from thee.
Luke	So the chief captain [then] let the young man depart, and charged [him, See thou] tell no man that thou hast shewed these things to me.
Luke	And he called unto [him] two centurions, saying, Make ready two hundred soldiers to go to Caesarea, and horsemen threescore and ten, and spearmen two hundred, at the third hour of the night;
Luke	And provide [them] beasts, that they may set Paul on, and bring [him] safe unto Felix the governor.
Luke	And he wrote a letter after this manner:
Luke	Claudius Lysias unto the most excellent governor Felix [sendeth] greeting.
Luke	This man was taken of the Jews, and should have been killed of them: then came I with an army, and rescued him, having understood that he was a Roman.
Luke	And when I would have known the cause wherefore they accused him, I brought him forth into their council:
Luke	Whom I perceived to be accused of questions of their law, but to have nothing laid to his charge worthy of death or of bonds.
Luke	And when it was told me how that the Jews laid wait for the man, I sent straightway to thee, and gave commandment to his accusers also to say before thee what [they had] against him.
Luke	Farewell.
Luke	Then the soldiers, as it was commanded them, took Paul, and brought [him] by night to Antipatris.
Luke	On the morrow they left the horsemen to go with him, and returned to the castle:
Luke	Who, when they came to Caesarea, and delivered the epistle to the governor, presented Paul also before him.
Luke	And when the governor had read [the letter], he asked of what province he was.
Luke	And when he understood that [he was] of Cilicia;
Luke	I will hear thee, said he, when thine accusers are also come.
Luke	And he commanded him to be kept in Herod’s judgment hall.
Luke	And after five days Ananias the high priest descended with the elders, and [with] a certain orator [named] Tertullus, who informed the governor against Paul.
Luke	And when he was called forth, Tertullus began to accuse [him], saying, Seeing that by thee we enjoy great quietness, and that very worthy deeds are done unto this nation by thy providence,
Luke	We accept [it] always, and in all places, most noble Felix, with all thankfulness.
Luke	Notwithstanding, that I be not further tedious unto thee, I pray thee that thou wouldest hear us of thy clemency a few words.
Luke	For we have found this man [a] pestilent [fellow], and a mover of sedition among all the Jews throughout the world, and a ringleader of the sect of the Nazarenes:
Luke	Who also hath gone about to profane the temple: whom we took, and would have judged according to our law.
Luke	But the chief captain Lysias came [upon us], and with great violence took [him] away out of our hands,
Luke	Commanding his accusers to come unto thee: by examining of whom thyself mayest take knowledge of all these things, whereof we accuse him.
Luke	And the Jews also assented, saying that these things were so.
Luke	Then Paul, after that the governor had beckoned unto him to speak, answered, Forasmuch as I know that thou hast been of many years a judge unto this nation, I do the more cheerfully answer for myself:
Luke	Because that thou mayest understand, that there are yet but twelve days since I went up to Jerusalem for to worship.
Luke	And they neither found me in the temple disputing with any man, neither raising up the people, neither in the synagogues, nor in the city:
Luke	Neither can they prove the things whereof they now accuse me.
Luke	But this I confess unto thee, that after the way which they call heresy, so worship I the God of my fathers, believing all things which are written in the law and in the prophets:
Luke	And have hope toward God, which they themselves also allow, that there shall be a resurrection of the dead, both of the just and unjust.
Luke	And herein do I exercise myself, to have always a conscience void of offence toward God, and [toward] men.
Luke	Now after many years I came to bring alms to my nation, and offerings.
Luke	Whereupon certain Jews from Asia found me purified in the temple, neither with multitude, nor with tumult.
Luke	Who ought to have been here before thee, and object, if they had ought against me.
Luke	Or else let these same [here] say, if they have found any evil doing in me, while I stood before the council,
Luke	Except it be for this one voice, that I cried standing among them, Touching the resurrection of the dead I am called in question by you this day.
Luke	And when Felix heard these things, having more perfect knowledge of [that] way, he deferred them, and said, When Lysias the chief captain shall come down, I will know the uttermost of your matter.
Luke	And he commanded a centurion to keep Paul, and to let [him] have liberty, and that he should forbid none of his acquaintance to minister or come unto him.
Luke	And after certain days, when Felix came with his wife Drusilla, which was a Jewess, he sent for Paul, and heard him concerning the faith in Christ.
Luke	And as he reasoned of righteousness, temperance, and judgment to come, Felix trembled, and answered, Go thy way for this time; when I have a convenient season, I will call for thee.
Luke	He hoped also that money should have been given him of Paul, that he might loose him: wherefore he sent for him the oftener, and communed with him.
Luke	But after two years Porcius Festus came into Felix’ room: and Felix, willing to shew the Jews a pleasure, left Paul bound.
Luke	Now when Festus was come into the province, after three days he ascended from Caesarea to Jerusalem.
Luke	Then the high priest and the chief of the Jews informed him against Paul, and besought him,
Luke	And desired favour against him, that he would send for him to Jerusalem, laying wait in the way to kill him.
Luke	But Festus answered, that Paul should be kept at Caesarea, and that he himself would depart shortly [thither].
Luke	Let them therefore, said he, which among you are able, go down with [me], and accuse this man, if there be any wickedness in him.
Luke	And when he had tarried among them more than ten days, he went down unto Caesarea; and the next day sitting on the judgment seat commanded Paul to be brought.
Luke	And when he was come, the Jews which came down from Jerusalem stood round about, and laid many and grievous complaints against Paul, which they could not prove.
Luke	While he answered for himself, Neither against the law of the Jews, neither against the temple, nor yet against Caesar, have I offended any thing at all.
Luke	But Festus, willing to do the Jews a pleasure, answered Paul, and said, Wilt thou go up to Jerusalem, and there be judged of these things before me?
Luke	Then said Paul, I stand at Caesar’s judgment seat, where I ought to be judged: to the Jews have I done no wrong, as thou very well knowest.
Luke	For if I be an offender, or have committed any thing worthy of death, I refuse not to die: but if there be none of these things whereof these accuse me, no man may deliver me unto them.
Luke	I appeal unto Caesar.
Luke	Then Festus, when he had conferred with the council, answered, Hast thou appealed unto Caesar?
Luke	unto Caesar shalt thou go.
Luke	And after certain days king Agrippa and Bernice came unto Caesarea to salute Festus.
Luke	And when they had been there many days, Festus declared Paul’s cause unto the king, saying, There is a certain man left in bonds by Felix:
Luke	About whom, when I was at Jerusalem, the chief priests and the elders of the Jews informed [me], desiring [to have] judgment against him.
Luke	To whom I answered, It is not the manner of the Romans to deliver any man to die, before that he which is accused have the accusers face to face, and have licence to answer for himself concerning the crime laid against him.
Luke	Therefore, when they were come hither, without any delay on the morrow I sat on the judgment seat, and commanded the man to be brought forth.
Luke	Against whom when the accusers stood up, they brought none accusation of such things as I supposed:
Luke	But had certain questions against him of their own superstition, and of one Jesus, which was dead, whom Paul affirmed to be alive.
Luke	And because I doubted of such manner of questions, I asked [him] whether he would go to Jerusalem, and there be judged of these matters.
Luke	But when Paul had appealed to be reserved unto the hearing of Augustus, I commanded him to be kept till I might send him to Caesar.
Luke	Then Agrippa said unto Festus, I would also hear the man myself.
Luke	To morrow, said he, thou shalt hear him.
Luke	And on the morrow, when Agrippa was come, and Bernice, with great pomp, and was entered into the place of hearing, with the chief captains, and principal men of the city, at Festus’ commandment Paul was brought forth.
